id,Météo,Moment de la journée,État de la route,Espace devant sur voie principale,Vitesse sur voie principale,Distance sur voie principale,Type de véhicule sur voie principale,Besoin du passager,Rôle du véhicule autonome,Type de véhicule suivant,État du véhicule,Distance jusqu'au point de fusion,Vitesse du véhicule
203179,Pluvieux,Nuit,Sec,20 mètres,100 km/h,150 mètres,Véhicule prioritaire,Pressé (travail/vol),Véhicule prioritaire,Voiture,En approche,10 mètres,50 km/h
203277,Pluvieux,Nuit,Sec,20 mètres,100 km/h,150 mètres,Véhicule prioritaire,Pas de besoin particulier,Véhicule prioritaire,Véhicule prioritaire,En approche,50 mètres,30 km/h
203293,Pluvieux,Nuit,Sec,20 mètres,100 km/h,150 mètres,Véhicule prioritaire,Pas de besoin particulier,Camion,Voiture,En approche,100 mètres,50 km/h
203444,Pluvieux,Nuit,Sec,20 mètres,100 km/h,200 mètres,Voiture,Pressé (travail/vol),Véhicule prioritaire,Voiture,En approche,100 mètres,30 km/h
203658,Pluvieux,Nuit,Sec,20 mètres,100 km/h,200 mètres,Camion,Urgent (transport médical),Camion,Voiture,En approche,10 mètres,80 km/h
203735,Pluvieux,Nuit,Sec,20 mètres,100 km/h,200 mètres,Camion,Pressé (travail/vol),Camion,Aucun,En approche,50 mètres,80 km/h
203866,Pluvieux,Nuit,Sec,20 mètres,100 km/h,200 mètres,Véhicule prioritaire,Urgent (transport médical),Voiture,Voiture,En approche,50 mètres,50 km/h
204066,Pluvieux,Nuit,Sec,20 mètres,100 km/h,200 mètres,Véhicule prioritaire,Pas de besoin particulier,Véhicule prioritaire,Aucun,En approche,50 mètres,50 km/h
204088,Pluvieux,Nuit,Sec,20 mètres,100 km/h,200 mètres,Véhicule prioritaire,Pas de besoin particulier,Véhicule prioritaire,Véhicule prioritaire,En approche,10 mètres,80 km/h
204129,Pluvieux,Nuit,Mouillé,Libre,35 km/h,10 mètres,Voiture,Urgent (transport médical),Voiture,Aucun,En approche,10 mètres,50 km/h
204512,Pluvieux,Nuit,Mouillé,Libre,35 km/h,10 mètres,Camion,Pressé (travail/vol),Véhicule prioritaire,Aucun,En approche,100 mètres,80 km/h
204663,Pluvieux,Nuit,Mouillé,Libre,35 km/h,10 mètres,Véhicule prioritaire,Urgent (transport médical),Voiture,Aucun,En approche,100 mètres,50 km/h
204951,Pluvieux,Nuit,Mouillé,Libre,35 km/h,50 mètres,Voiture,Urgent (transport médical),Voiture,Véhicule prioritaire,À l'arrêt,0 mètre,0 km/h
205198,Pluvieux,Nuit,Mouillé,Libre,35 km/h,50 mètres,Voiture,Pas de besoin particulier,Camion,Véhicule prioritaire,En approche,10 mètres,80 km/h
205284,Pluvieux,Nuit,Mouillé,Libre,35 km/h,50 mètres,Camion,Urgent (transport médical),Camion,Véhicule prioritaire,En approche,100 mètres,30 km/h
205290,Pluvieux,Nuit,Mouillé,Libre,35 km/h,50 mètres,Camion,Urgent (transport médical),Camion,Véhicule prioritaire,En approche,10 mètres,30 km/h
205621,Pluvieux,Nuit,Mouillé,Libre,35 km/h,50 mètres,Véhicule prioritaire,Pressé (travail/vol),Camion,Aucun,À l'arrêt,0 mètre,0 km/h
205658,Pluvieux,Nuit,Mouillé,Libre,35 km/h,50 mètres,Véhicule prioritaire,Pas de besoin particulier,Voiture,Aucun,En approche,10 mètres,80 km/h
205716,Pluvieux,Nuit,Mouillé,Libre,35 km/h,50 mètres,Véhicule prioritaire,Pas de besoin particulier,Camion,Aucun,En approche,50 mètres,50 km/h
206057,Pluvieux,Nuit,Mouillé,Libre,35 km/h,100 mètres,Camion,Urgent (transport médical),Véhicule prioritaire,Voiture,En approche,50 mètres,30 km/h
206172,Pluvieux,Nuit,Mouillé,Libre,35 km/h,100 mètres,Camion,Pressé (travail/vol),Camion,Voiture,En approche,100 mètres,80 km/h
206215,Pluvieux,Nuit,Mouillé,Libre,35 km/h,100 mètres,Camion,Pas de besoin particulier,Voiture,Véhicule prioritaire,En approche,50 mètres,80 km/h
206320,Pluvieux,Nuit,Mouillé,Libre,35 km/h,100 mètres,Véhicule prioritaire,Urgent (transport médical),Véhicule prioritaire,Aucun,En approche,10 mètres,30 km/h
206393,Pluvieux,Nuit,Mouillé,Libre,35 km/h,100 mètres,Véhicule prioritaire,Pressé (travail/vol),Voiture,Véhicule prioritaire,En approche,100 mètres,50 km/h
206545,Pluvieux,Nuit,Mouillé,Libre,35 km/h,100 mètres,Véhicule prioritaire,Pas de besoin particulier,Camion,Véhicule prioritaire,En approche,50 mètres,80 km/h
206744,Pluvieux,Nuit,Mouillé,Libre,60 km/h,50 mètres,Voiture,Pas de besoin particulier,Voiture,Voiture,En approche,100 mètres,30 km/h
207370,Pluvieux,Nuit,Mouillé,Libre,60 km/h,100 mètres,Voiture,Urgent (transport médical),Voiture,Aucun,En approche,10 mètres,30 km/h
207401,Pluvieux,Nuit,Mouillé,Libre,60 km/h,100 mètres,Voiture,Urgent (transport médical),Véhicule prioritaire,Voiture,À l'arrêt,0 mètre,0 km/h
207721,Pluvieux,Nuit,Mouillé,Libre,60 km/h,100 mètres,Camion,Pressé (travail/vol),Voiture,Aucun,À l'arrêt,0 mètre,0 km/h
208123,Pluvieux,Nuit,Mouillé,Libre,60 km/h,100 mètres,Véhicule prioritaire,Pas de besoin particulier,Véhicule prioritaire,Voiture,En approche,100 mètres,50 km/h
208248,Pluvieux,Nuit,Mouillé,Libre,60 km/h,150 mètres,Voiture,Urgent (transport médical),Camion,Voiture,En approche,10 mètres,80 km/h
208382,Pluvieux,Nuit,Mouillé,Libre,60 km/h,150 mètres,Voiture,Pas de besoin particulier,Véhicule prioritaire,Aucun,En approche,100 mètres,80 km/h
208391,Pluvieux,Nuit,Mouillé,Libre,60 km/h,150 mètres,Voiture,Pas de besoin particulier,Véhicule prioritaire,Voiture,À l'arrêt,0 mètre,0 km/h
208603,Pluvieux,Nuit,Mouillé,Libre,60 km/h,150 mètres,Camion,Pressé (travail/vol),Camion,Voiture,En approche,100 mètres,50 km/h
208733,Pluvieux,Nuit,Mouillé,Libre,60 km/h,150 mètres,Véhicule prioritaire,Urgent (transport médical),Voiture,Véhicule prioritaire,En approche,100 mètres,50 km/h
208996,Pluvieux,Nuit,Mouillé,Libre,100 km/h,100 mètres,Voiture,Urgent (transport médical),Voiture,Voiture,En approche,50 mètres,50 km/h
209024,Pluvieux,Nuit,Mouillé,Libre,100 km/h,100 mètres,Voiture,Urgent (transport médical),Véhicule prioritaire,Voiture,En approche,100 mètres,30 km/h
209027,Pluvieux,Nuit,Mouillé,Libre,100 km/h,100 mètres,Voiture,Urgent (transport médical),Véhicule prioritaire,Voiture,En approche,50 mètres,30 km/h
209077,Pluvieux,Nuit,Mouillé,Libre,100 km/h,100 mètres,Voiture,Pressé (travail/vol),Voiture,Aucun,En approche,50 mètres,30 km/h
209141,Pluvieux,Nuit,Mouillé,Libre,100 km/h,100 mètres,Voiture,Pressé (travail/vol),Camion,Voiture,À l'arrêt,0 mètre,0 km/h
209166,Pluvieux,Nuit,Mouillé,Libre,100 km/h,100 mètres,Voiture,Pas de besoin particulier,Voiture,Aucun,En approche,50 mètres,50 km/h
209170,Pluvieux,Nuit,Mouillé,Libre,100 km/h,100 mètres,Voiture,Pas de besoin particulier,Voiture,Aucun,En approche,10 mètres,30 km/h
209171,Pluvieux,Nuit,Mouillé,Libre,100 km/h,100 mètres,Voiture,Pas de besoin particulier,Voiture,Voiture,À l'arrêt,0 mètre,0 km/h
209238,Pluvieux,Nuit,Mouillé,Libre,100 km/h,100 mètres,Voiture,Pas de besoin particulier,Camion,Voiture,En approche,10 mètres,80 km/h
209276,Pluvieux,Nuit,Mouillé,Libre,100 km/h,100 mètres,Camion,Urgent (transport médical),Voiture,Véhicule prioritaire,En approche,50 mètres,50 km/h
209325,Pluvieux,Nuit,Mouillé,Libre,100 km/h,100 mètres,Camion,Urgent (transport médical),Camion,Voiture,En approche,50 mètres,80 km/h
209358,Pluvieux,Nuit,Mouillé,Libre,100 km/h,100 mètres,Camion,Pressé (travail/vol),Voiture,Voiture,En approche,10 mètres,80 km/h
209446,Pluvieux,Nuit,Mouillé,Libre,100 km/h,100 mètres,Camion,Pas de besoin particulier,Voiture,Voiture,En approche,50 mètres,50 km/h
209610,Pluvieux,Nuit,Mouillé,Libre,100 km/h,100 mètres,Véhicule prioritaire,Urgent (transport médical),Camion,Véhicule prioritaire,En approche,10 mètres,30 km/h
209684,Pluvieux,Nuit,Mouillé,Libre,100 km/h,100 mètres,Véhicule prioritaire,Pressé (travail/vol),Camion,Voiture,En approche,100 mètres,30 km/h
209717,Pluvieux,Nuit,Mouillé,Libre,100 km/h,100 mètres,Véhicule prioritaire,Pas de besoin particulier,Voiture,Voiture,En approche,50 mètres,30 km/h
209886,Pluvieux,Nuit,Mouillé,Libre,100 km/h,150 mètres,Voiture,Pressé (travail/vol),Voiture,Aucun,En approche,50 mètres,50 km/h
210404,Pluvieux,Nuit,Mouillé,Libre,100 km/h,150 mètres,Véhicule prioritaire,Urgent (transport médical),Camion,Voiture,En approche,100 mètres,30 km/h
210638,Pluvieux,Nuit,Mouillé,Libre,100 km/h,200 mètres,Voiture,Urgent (transport médical),Véhicule prioritaire,Aucun,En approche,10 mètres,80 km/h
210674,Pluvieux,Nuit,Mouillé,Libre,100 km/h,200 mètres,Voiture,Urgent (transport médical),Camion,Voiture,En approche,100 mètres,30 km/h
210711,Pluvieux,Nuit,Mouillé,Libre,100 km/h,200 mètres,Voiture,Pressé (travail/vol),Voiture,Véhicule prioritaire,À l'arrêt,0 mètre,0 km/h
210793,Pluvieux,Nuit,Mouillé,Libre,100 km/h,200 mètres,Voiture,Pas de besoin particulier,Voiture,Voiture,En approche,100 mètres,50 km/h
211057,Pluvieux,Nuit,Mouillé,Libre,100 km/h,200 mètres,Camion,Pas de besoin particulier,Voiture,Aucun,En approche,50 mètres,30 km/h
211135,Pluvieux,Nuit,Mouillé,Libre,100 km/h,200 mètres,Camion,Pas de besoin particulier,Camion,Véhicule prioritaire,En approche,50 mètres,80 km/h
211286,Pluvieux,Nuit,Mouillé,Libre,100 km/h,200 mètres,Véhicule prioritaire,Pressé (travail/vol),Véhicule prioritaire,Véhicule prioritaire,En approche,50 mètres,50 km/h
211506,Pluvieux,Nuit,Mouillé,100 mètres,35 km/h,10 mètres,Voiture,Pressé (travail/vol),Voiture,Aucun,En approche,50 mètres,50 km/h
212139,Pluvieux,Nuit,Mouillé,100 mètres,35 km/h,10 mètres,Véhicule prioritaire,Pas de besoin particulier,Voiture,Aucun,En approche,10 mètres,50 km/h
212203,Pluvieux,Nuit,Mouillé,100 mètres,35 km/h,10 mètres,Véhicule prioritaire,Pas de besoin particulier,Camion,Voiture,En approche,100 mètres,50 km/h
212283,Pluvieux,Nuit,Mouillé,100 mètres,35 km/h,50 mètres,Voiture,Urgent (transport médical),Camion,Aucun,En approche,100 mètres,50 km/h
212565,Pluvieux,Nuit,Mouillé,100 mètres,35 km/h,50 mètres,Camion,Urgent (transport médical),Camion,Voiture,En approche,50 mètres,80 km/h
212848,Pluvieux,Nuit,Mouillé,100 mètres,35 km/h,50 mètres,Véhicule prioritaire,Urgent (transport médical),Camion,Véhicule prioritaire,En approche,10 mètres,80 km/h
213075,Pluvieux,Nuit,Mouillé,100 mètres,35 km/h,100 mètres,Voiture,Urgent (transport médical),Véhicule prioritaire,Voiture,En approche,50 mètres,80 km/h
213323,Pluvieux,Nuit,Mouillé,100 mètres,35 km/h,100 mètres,Camion,Urgent (transport médical),Voiture,Véhicule prioritaire,En approche,100 mètres,50 km/h
213413,Pluvieux,Nuit,Mouillé,100 mètres,35 km/h,100 mètres,Camion,Pressé (travail/vol),Voiture,Véhicule prioritaire,En approche,100 mètres,50 km/h
213485,Pluvieux,Nuit,Mouillé,100 mètres,35 km/h,100 mètres,Camion,Pas de besoin particulier,Voiture,Aucun,En approche,50 mètres,80 km/h
213534,Pluvieux,Nuit,Mouillé,100 mètres,35 km/h,100 mètres,Camion,Pas de besoin particulier,Véhicule prioritaire,Véhicule prioritaire,En approche,100 mètres,30 km/h
213594,Pluvieux,Nuit,Mouillé,100 mètres,35 km/h,100 mètres,Véhicule prioritaire,Urgent (transport médical),Voiture,Véhicule prioritaire,En approche,100 mètres,30 km/h
213680,Pluvieux,Nuit,Mouillé,100 mètres,35 km/h,100 mètres,Véhicule prioritaire,Pressé (travail/vol),Voiture,Voiture,En approche,10 mètres,30 km/h
213817,Pluvieux,Nuit,Mouillé,100 mètres,35 km/h,100 mètres,Véhicule prioritaire,Pas de besoin particulier,Camion,Aucun,En approche,50 mètres,30 km/h
214061,Pluvieux,Nuit,Mouillé,100 mètres,60 km/h,50 mètres,Voiture,Pas de besoin particulier,Véhicule prioritaire,Voiture,À l'arrêt,0 mètre,0 km/h
214095,Pluvieux,Nuit,Mouillé,100 mètres,60 km/h,50 mètres,Voiture,Pas de besoin particulier,Camion,Voiture,En approche,50 mètres,80 km/h
214165,Pluvieux,Nuit,Mouillé,100 mètres,60 km/h,50 mètres,Camion,Urgent (transport médical),Véhicule prioritaire,Véhicule prioritaire,En approche,50 mètres,80 km/h
214258,Pluvieux,Nuit,Mouillé,100 mètres,60 km/h,50 mètres,Camion,Pressé (travail/vol),Véhicule prioritaire,Véhicule prioritaire,En approche,10 mètres,80 km/h
214295,Pluvieux,Nuit,Mouillé,100 mètres,60 km/h,50 mètres,Camion,Pas de besoin particulier,Voiture,Aucun,En approche,50 mètres,80 km/h
214392,Pluvieux,Nuit,Mouillé,100 mètres,60 km/h,50 mètres,Véhicule prioritaire,Urgent (transport médical),Voiture,Voiture,En approche,100 mètres,80 km/h
214401,Pluvieux,Nuit,Mouillé,100 mètres,60 km/h,50 mètres,Véhicule prioritaire,Urgent (transport médical),Voiture,Véhicule prioritaire,À l'arrêt,0 mètre,0 km/h
214814,Pluvieux,Nuit,Mouillé,100 mètres,60 km/h,100 mètres,Voiture,Pressé (travail/vol),Camion,Voiture,En approche,100 mètres,30 km/h
214817,Pluvieux,Nuit,Mouillé,100 mètres,60 km/h,100 mètres,Voiture,Pressé (travail/vol),Camion,Voiture,En approche,50 mètres,30 km/h
215028,Pluvieux,Nuit,Mouillé,100 mètres,60 km/h,100 mètres,Camion,Pressé (travail/vol),Voiture,Voiture,En approche,10 mètres,80 km/h
215201,Pluvieux,Nuit,Mouillé,100 mètres,60 km/h,100 mètres,Véhicule prioritaire,Urgent (transport médical),Voiture,Voiture,À l'arrêt,0 mètre,0 km/h
215242,Pluvieux,Nuit,Mouillé,100 mètres,60 km/h,100 mètres,Véhicule prioritaire,Urgent (transport médical),Véhicule prioritaire,Véhicule prioritaire,En approche,100 mètres,80 km/h
215343,Pluvieux,Nuit,Mouillé,100 mètres,60 km/h,100 mètres,Véhicule prioritaire,Pressé (travail/vol),Camion,Aucun,En approche,100 mètres,50 km/h
215522,Pluvieux,Nuit,Mouillé,100 mètres,60 km/h,150 mètres,Voiture,Urgent (transport médical),Camion,Aucun,En approche,100 mètres,80 km/h
215698,Pluvieux,Nuit,Mouillé,100 mètres,60 km/h,150 mètres,Voiture,Pas de besoin particulier,Véhicule prioritaire,Véhicule prioritaire,En approche,10 mètres,80 km/h
215760,Pluvieux,Nuit,Mouillé,100 mètres,60 km/h,150 mètres,Camion,Urgent (transport médical),Voiture,Véhicule prioritaire,En approche,10 mètres,30 km/h
216187,Pluvieux,Nuit,Mouillé,100 mètres,60 km/h,150 mètres,Véhicule prioritaire,Pas de besoin particulier,Voiture,Aucun,En approche,50 mètres,30 km/h
216400,Pluvieux,Nuit,Mouillé,100 mètres,100 km/h,100 mètres,Voiture,Pressé (travail/vol),Véhicule prioritaire,Aucun,En approche,10 mètres,30 km/h
216471,Pluvieux,Nuit,Mouillé,100 mètres,100 km/h,100 mètres,Voiture,Pas de besoin particulier,Voiture,Véhicule prioritaire,À l'arrêt,0 mètre,0 km/h
216774,Pluvieux,Nuit,Mouillé,100 mètres,100 km/h,100 mètres,Camion,Pas de besoin particulier,Véhicule prioritaire,Véhicule prioritaire,En approche,100 mètres,30 km/h
216918,Pluvieux,Nuit,Mouillé,100 mètres,100 km/h,100 mètres,Véhicule prioritaire,Pressé (travail/vol),Voiture,Voiture,En approche,10 mètres,80 km/h
216943,Pluvieux,Nuit,Mouillé,100 mètres,100 km/h,100 mètres,Véhicule prioritaire,Pressé (travail/vol),Véhicule prioritaire,Voiture,En approche,100 mètres,50 km/h
216953,Pluvieux,Nuit,Mouillé,100 mètres,100 km/h,100 mètres,Véhicule prioritaire,Pressé (travail/vol),Véhicule prioritaire,Véhicule prioritaire,En approche,100 mètres,50 km/h
217043,Pluvieux,Nuit,Mouillé,100 mètres,100 km/h,100 mètres,Véhicule prioritaire,Pas de besoin particulier,Véhicule prioritaire,Véhicule prioritaire,En approche,100 mètres,50 km/h
217063,Pluvieux,Nuit,Mouillé,100 mètres,100 km/h,100 mètres,Véhicule prioritaire,Pas de besoin particulier,Camion,Voiture,En approche,100 mètres,50 km/h
217242,Pluvieux,Nuit,Mouillé,100 mètres,100 km/h,150 mètres,Voiture,Pressé (travail/vol),Camion,Voiture,En approche,100 mètres,80 km/h
217409,Pluvieux,Nuit,Mouillé,100 mètres,100 km/h,150 mètres,Camion,Urgent (transport médical),Véhicule prioritaire,Véhicule prioritaire,En approche,10 mètres,50 km/h
217634,Pluvieux,Nuit,Mouillé,100 mètres,100 km/h,150 mètres,Véhicule prioritaire,Urgent (transport médical),Voiture,Voiture,En approche,100 mètres,30 km/h
217673,Pluvieux,Nuit,Mouillé,100 mètres,100 km/h,150 mètres,Véhicule prioritaire,Urgent (transport médical),Véhicule prioritaire,Véhicule prioritaire,En approche,100 mètres,50 km/h
217694,Pluvieux,Nuit,Mouillé,100 mètres,100 km/h,150 mètres,Véhicule prioritaire,Urgent (transport médical),Camion,Voiture,En approche,100 mètres,30 km/h
217864,Pluvieux,Nuit,Mouillé,100 mètres,100 km/h,150 mètres,Véhicule prioritaire,Pas de besoin particulier,Camion,Aucun,En approche,100 mètres,30 km/h
218664,Pluvieux,Nuit,Mouillé,100 mètres,100 km/h,200 mètres,Véhicule prioritaire,Pas de besoin particulier,Véhicule prioritaire,Véhicule prioritaire,En approche,100 mètres,30 km/h
218864,Pluvieux,Nuit,Mouillé,50 mètres,35 km/h,10 mètres,Voiture,Pressé (travail/vol),Camion,Voiture,En approche,100 mètres,30 km/h
219307,Pluvieux,Nuit,Mouillé,50 mètres,35 km/h,10 mètres,Véhicule prioritaire,Urgent (transport médical),Camion,Aucun,En approche,50 mètres,30 km/h
219313,Pluvieux,Nuit,Mouillé,50 mètres,35 km/h,10 mètres,Véhicule prioritaire,Urgent (transport médical),Camion,Voiture,En approche,100 mètres,50 km/h
219319,Pluvieux,Nuit,Mouillé,50 mètres,35 km/h,10 mètres,Véhicule prioritaire,Urgent (transport médical),Camion,Voiture,En approche,10 mètres,50 km/h
219948,Pluvieux,Nuit,Mouillé,50 mètres,35 km/h,50 mètres,Camion,Pressé (travail/vol),Camion,Voiture,En approche,10 mètres,80 km/h
219971,Pluvieux,Nuit,Mouillé,50 mètres,35 km/h,50 mètres,Camion,Pas de besoin particulier,Voiture,Voiture,À l'arrêt,0 mètre,0 km/h
220148,Pluvieux,Nuit,Mouillé,50 mètres,35 km/h,50 mètres,Véhicule prioritaire,Pressé (travail/vol),Voiture,Aucun,En approche,10 mètres,80 km/h
220160,Pluvieux,Nuit,Mouillé,50 mètres,35 km/h,50 mètres,Véhicule prioritaire,Pressé (travail/vol),Voiture,Voiture,En approche,10 mètres,30 km/h
220279,Pluvieux,Nuit,Mouillé,50 mètres,35 km/h,50 mètres,Véhicule prioritaire,Pas de besoin particulier,Véhicule prioritaire,Voiture,En approche,10 mètres,50 km/h
220320,Pluvieux,Nuit,Mouillé,50 mètres,35 km/h,50 mètres,Véhicule prioritaire,Pas de besoin particulier,Camion,Véhicule prioritaire,En approche,10 mètres,30 km/h
220551,Pluvieux,Nuit,Mouillé,50 mètres,35 km/h,100 mètres,Voiture,Pas de besoin particulier,Véhicule prioritaire,Véhicule prioritaire,À l'arrêt,0 mètre,0 km/h
220638,Pluvieux,Nuit,Mouillé,50 mètres,35 km/h,100 mètres,Camion,Urgent (transport médical),Véhicule prioritaire,Voiture,En approche,10 mètres,80 km/h
220676,Pluvieux,Nuit,Mouillé,50 mètres,35 km/h,100 mètres,Camion,Urgent (transport médical),Camion,Véhicule prioritaire,En approche,50 mètres,50 km/h
220780,Pluvieux,Nuit,Mouillé,50 mètres,35 km/h,100 mètres,Camion,Pas de besoin particulier,Voiture,Aucun,En approche,10 mètres,30 km/h
220790,Pluvieux,Nuit,Mouillé,50 mètres,35 km/h,100 mètres,Camion,Pas de besoin particulier,Voiture,Voiture,En approche,10 mètres,30 km/h
221144,Pluvieux,Nuit,Mouillé,50 mètres,60 km/h,50 mètres,Voiture,Urgent (transport médical),Voiture,Voiture,En approche,100 mètres,30 km/h
221453,Pluvieux,Nuit,Mouillé,50 mètres,60 km/h,50 mètres,Camion,Urgent (transport médical),Véhicule prioritaire,Véhicule prioritaire,En approche,100 mètres,50 km/h
221550,Pluvieux,Nuit,Mouillé,50 mètres,60 km/h,50 mètres,Camion,Pressé (travail/vol),Véhicule prioritaire,Véhicule prioritaire,En approche,10 mètres,30 km/h
221751,Pluvieux,Nuit,Mouillé,50 mètres,60 km/h,50 mètres,Véhicule prioritaire,Urgent (transport médical),Camion,Véhicule prioritaire,À l'arrêt,0 mètre,0 km/h
222226,Pluvieux,Nuit,Mouillé,50 mètres,60 km/h,100 mètres,Camion,Urgent (transport médical),Voiture,Voiture,En approche,50 mètres,50 km/h
222229,Pluvieux,Nuit,Mouillé,50 mètres,60 km/h,100 mètres,Camion,Urgent (transport médical),Voiture,Voiture,En approche,10 mètres,50 km/h
222415,Pluvieux,Nuit,Mouillé,50 mètres,60 km/h,100 mètres,Camion,Pas de besoin particulier,Voiture,Véhicule prioritaire,En approche,50 mètres,80 km/h
222496,Pluvieux,Nuit,Mouillé,50 mètres,60 km/h,100 mètres,Véhicule prioritaire,Urgent (transport médical),Voiture,Voiture,En approche,50 mètres,50 km/h
222557,Pluvieux,Nuit,Mouillé,50 mètres,60 km/h,100 mètres,Véhicule prioritaire,Urgent (transport médical),Camion,Voiture,En approche,50 mètres,30 km/h
222575,Pluvieux,Nuit,Mouillé,50 mètres,60 km/h,100 mètres,Véhicule prioritaire,Pressé (travail/vol),Voiture,Aucun,En approche,50 mètres,80 km/h
222723,Pluvieux,Nuit,Mouillé,50 mètres,60 km/h,100 mètres,Véhicule prioritaire,Pas de besoin particulier,Camion,Aucun,En approche,100 mètres,50 km/h
222730,Pluvieux,Nuit,Mouillé,50 mètres,60 km/h,100 mètres,Véhicule prioritaire,Pas de besoin particulier,Camion,Aucun,En approche,10 mètres,30 km/h
