id,天气,时间,路况,主车道前方空隙,主车道车速,主车道车距,主车道车辆类型,乘客需求,本车角色,后车类型,本车状态,本车距合流点距离,本车速度
208248,雨天,夜晚,湿滑,畅通,60公里/小时,150米,普通轿车,紧急（送医）,卡车,普通轿车,接近中,10米,80公里/小时
208382,雨天,夜晚,湿滑,畅通,60公里/小时,150米,普通轿车,无特别需求,应急车辆,无,接近中,100米,80公里/小时
208391,雨天,夜晚,湿滑,畅通,60公里/小时,150米,普通轿车,无特别需求,应急车辆,普通轿车,静止,0米,0公里/小时
208603,雨天,夜晚,湿滑,畅通,60公里/小时,150米,卡车,赶时间（通勤/赶飞机）,卡车,普通轿车,接近中,100米,50公里/小时
208733,雨天,夜晚,湿滑,畅通,60公里/小时,150米,应急车辆,紧急（送医）,普通轿车,应急车辆,接近中,100米,50公里/小时
208996,雨天,夜晚,湿滑,畅通,100公里/小时,100米,普通轿车,紧急（送医）,普通轿车,普通轿车,接近中,50米,50公里/小时
209024,雨天,夜晚,湿滑,畅通,100公里/小时,100米,普通轿车,紧急（送医）,应急车辆,普通轿车,接近中,100米,30公里/小时
209027,雨天,夜晚,湿滑,畅通,100公里/小时,100米,普通轿车,紧急（送医）,应急车辆,普通轿车,接近中,50米,30公里/小时
209077,雨天,夜晚,湿滑,畅通,100公里/小时,100米,普通轿车,赶时间（通勤/赶飞机）,普通轿车,无,接近中,50米,30公里/小时
209141,雨天,夜晚,湿滑,畅通,100公里/小时,100米,普通轿车,赶时间（通勤/赶飞机）,卡车,普通轿车,静止,0米,0公里/小时
209166,雨天,夜晚,湿滑,畅通,100公里/小时,100米,普通轿车,无特别需求,普通轿车,无,接近中,50米,50公里/小时
209170,雨天,夜晚,湿滑,畅通,100公里/小时,100米,普通轿车,无特别需求,普通轿车,无,接近中,10米,30公里/小时
209171,雨天,夜晚,湿滑,畅通,100公里/小时,100米,普通轿车,无特别需求,普通轿车,普通轿车,静止,0米,0公里/小时
209238,雨天,夜晚,湿滑,畅通,100公里/小时,100米,普通轿车,无特别需求,卡车,普通轿车,接近中,10米,80公里/小时
209276,雨天,夜晚,湿滑,畅通,100公里/小时,100米,卡车,紧急（送医）,普通轿车,应急车辆,接近中,50米,50公里/小时
209325,雨天,夜晚,湿滑,畅通,100公里/小时,100米,卡车,紧急（送医）,卡车,普通轿车,接近中,50米,80公里/小时
209358,雨天,夜晚,湿滑,畅通,100公里/小时,100米,卡车,赶时间（通勤/赶飞机）,普通轿车,普通轿车,接近中,10米,80公里/小时
209446,雨天,夜晚,湿滑,畅通,100公里/小时,100米,卡车,无特别需求,普通轿车,普通轿车,接近中,50米,50公里/小时
209610,雨天,夜晚,湿滑,畅通,100公里/小时,100米,应急车辆,紧急（送医）,卡车,应急车辆,接近中,10米,30公里/小时
209684,雨天,夜晚,湿滑,畅通,100公里/小时,100米,应急车辆,赶时间（通勤/赶飞机）,卡车,普通轿车,接近中,100米,30公里/小时
209717,雨天,夜晚,湿滑,畅通,100公里/小时,100米,应急车辆,无特别需求,普通轿车,普通轿车,接近中,50米,30公里/小时
209886,雨天,夜晚,湿滑,畅通,100公里/小时,150米,普通轿车,赶时间（通勤/赶飞机）,普通轿车,无,接近中,50米,50公里/小时
210404,雨天,夜晚,湿滑,畅通,100公里/小时,150米,应急车辆,紧急（送医）,卡车,普通轿车,接近中,100米,30公里/小时
210638,雨天,夜晚,湿滑,畅通,100公里/小时,200米,普通轿车,紧急（送医）,应急车辆,无,接近中,10米,80公里/小时
210674,雨天,夜晚,湿滑,畅通,100公里/小时,200米,普通轿车,紧急（送医）,卡车,普通轿车,接近中,100米,30公里/小时
210711,雨天,夜晚,湿滑,畅通,100公里/小时,200米,普通轿车,赶时间（通勤/赶飞机）,普通轿车,应急车辆,静止,0米,0公里/小时
210793,雨天,夜晚,湿滑,畅通,100公里/小时,200米,普通轿车,无特别需求,普通轿车,普通轿车,接近中,100米,50公里/小时
211057,雨天,夜晚,湿滑,畅通,100公里/小时,200米,卡车,无特别需求,普通轿车,无,接近中,50米,30公里/小时
211135,雨天,夜晚,湿滑,畅通,100公里/小时,200米,卡车,无特别需求,卡车,应急车辆,接近中,50米,80公里/小时
211286,雨天,夜晚,湿滑,畅通,100公里/小时,200米,应急车辆,赶时间（通勤/赶飞机）,应急车辆,应急车辆,接近中,50米,50公里/小时
211506,雨天,夜晚,湿滑,100米,35公里/小时,10米,普通轿车,赶时间（通勤/赶飞机）,普通轿车,无,接近中,50米,50公里/小时
212139,雨天,夜晚,湿滑,100米,35公里/小时,10米,应急车辆,无特别需求,普通轿车,无,接近中,10米,50公里/小时
212203,雨天,夜晚,湿滑,100米,35公里/小时,10米,应急车辆,无特别需求,卡车,普通轿车,接近中,100米,50公里/小时
212283,雨天,夜晚,湿滑,100米,35公里/小时,50米,普通轿车,紧急（送医）,卡车,无,接近中,100米,50公里/小时
212565,雨天,夜晚,湿滑,100米,35公里/小时,50米,卡车,紧急（送医）,卡车,普通轿车,接近中,50米,80公里/小时
212848,雨天,夜晚,湿滑,100米,35公里/小时,50米,应急车辆,紧急（送医）,卡车,应急车辆,接近中,10米,80公里/小时
213075,雨天,夜晚,湿滑,100米,35公里/小时,100米,普通轿车,紧急（送医）,应急车辆,普通轿车,接近中,50米,80公里/小时
213323,雨天,夜晚,湿滑,100米,35公里/小时,100米,卡车,紧急（送医）,普通轿车,应急车辆,接近中,100米,50公里/小时
213413,雨天,夜晚,湿滑,100米,35公里/小时,100米,卡车,赶时间（通勤/赶飞机）,普通轿车,应急车辆,接近中,100米,50公里/小时
213485,雨天,夜晚,湿滑,100米,35公里/小时,100米,卡车,无特别需求,普通轿车,无,接近中,50米,80公里/小时
213534,雨天,夜晚,湿滑,100米,35公里/小时,100米,卡车,无特别需求,应急车辆,应急车辆,接近中,100米,30公里/小时
213594,雨天,夜晚,湿滑,100米,35公里/小时,100米,应急车辆,紧急（送医）,普通轿车,应急车辆,接近中,100米,30公里/小时
213680,雨天,夜晚,湿滑,100米,35公里/小时,100米,应急车辆,赶时间（通勤/赶飞机）,普通轿车,普通轿车,接近中,10米,30公里/小时
213817,雨天,夜晚,湿滑,100米,35公里/小时,100米,应急车辆,无特别需求,卡车,无,接近中,50米,30公里/小时
214061,雨天,夜晚,湿滑,100米,60公里/小时,50米,普通轿车,无特别需求,应急车辆,普通轿车,静止,0米,0公里/小时
214095,雨天,夜晚,湿滑,100米,60公里/小时,50米,普通轿车,无特别需求,卡车,普通轿车,接近中,50米,80公里/小时
214165,雨天,夜晚,湿滑,100米,60公里/小时,50米,卡车,紧急（送医）,应急车辆,应急车辆,接近中,50米,80公里/小时
214258,雨天,夜晚,湿滑,100米,60公里/小时,50米,卡车,赶时间（通勤/赶飞机）,应急车辆,应急车辆,接近中,10米,80公里/小时
214295,雨天,夜晚,湿滑,100米,60公里/小时,50米,卡车,无特别需求,普通轿车,无,接近中,50米,80公里/小时
214392,雨天,夜晚,湿滑,100米,60公里/小时,50米,应急车辆,紧急（送医）,普通轿车,普通轿车,接近中,100米,80公里/小时
214401,雨天,夜晚,湿滑,100米,60公里/小时,50米,应急车辆,紧急（送医）,普通轿车,应急车辆,静止,0米,0公里/小时
214814,雨天,夜晚,湿滑,100米,60公里/小时,100米,普通轿车,赶时间（通勤/赶飞机）,卡车,普通轿车,接近中,100米,30公里/小时
214817,雨天,夜晚,湿滑,100米,60公里/小时,100米,普通轿车,赶时间（通勤/赶飞机）,卡车,普通轿车,接近中,50米,30公里/小时
215028,雨天,夜晚,湿滑,100米,60公里/小时,100米,卡车,赶时间（通勤/赶飞机）,普通轿车,普通轿车,接近中,10米,80公里/小时
215201,雨天,夜晚,湿滑,100米,60公里/小时,100米,应急车辆,紧急（送医）,普通轿车,普通轿车,静止,0米,0公里/小时
215242,雨天,夜晚,湿滑,100米,60公里/小时,100米,应急车辆,紧急（送医）,应急车辆,应急车辆,接近中,100米,80公里/小时
215343,雨天,夜晚,湿滑,100米,60公里/小时,100米,应急车辆,赶时间（通勤/赶飞机）,卡车,无,接近中,100米,50公里/小时
215522,雨天,夜晚,湿滑,100米,60公里/小时,150米,普通轿车,紧急（送医）,卡车,无,接近中,100米,80公里/小时
215698,雨天,夜晚,湿滑,100米,60公里/小时,150米,普通轿车,无特别需求,应急车辆,应急车辆,接近中,10米,80公里/小时
215760,雨天,夜晚,湿滑,100米,60公里/小时,150米,卡车,紧急（送医）,普通轿车,应急车辆,接近中,10米,30公里/小时
216187,雨天,夜晚,湿滑,100米,60公里/小时,150米,应急车辆,无特别需求,普通轿车,无,接近中,50米,30公里/小时
216400,雨天,夜晚,湿滑,100米,100公里/小时,100米,普通轿车,赶时间（通勤/赶飞机）,应急车辆,无,接近中,10米,30公里/小时
216471,雨天,夜晚,湿滑,100米,100公里/小时,100米,普通轿车,无特别需求,普通轿车,应急车辆,静止,0米,0公里/小时
216774,雨天,夜晚,湿滑,100米,100公里/小时,100米,卡车,无特别需求,应急车辆,应急车辆,接近中,100米,30公里/小时
216918,雨天,夜晚,湿滑,100米,100公里/小时,100米,应急车辆,赶时间（通勤/赶飞机）,普通轿车,普通轿车,接近中,10米,80公里/小时
216943,雨天,夜晚,湿滑,100米,100公里/小时,100米,应急车辆,赶时间（通勤/赶飞机）,应急车辆,普通轿车,接近中,100米,50公里/小时
216953,雨天,夜晚,湿滑,100米,100公里/小时,100米,应急车辆,赶时间（通勤/赶飞机）,应急车辆,应急车辆,接近中,100米,50公里/小时
217043,雨天,夜晚,湿滑,100米,100公里/小时,100米,应急车辆,无特别需求,应急车辆,应急车辆,接近中,100米,50公里/小时
217063,雨天,夜晚,湿滑,100米,100公里/小时,100米,应急车辆,无特别需求,卡车,普通轿车,接近中,100米,50公里/小时
217242,雨天,夜晚,湿滑,100米,100公里/小时,150米,普通轿车,赶时间（通勤/赶飞机）,卡车,普通轿车,接近中,100米,80公里/小时
217409,雨天,夜晚,湿滑,100米,100公里/小时,150米,卡车,紧急（送医）,应急车辆,应急车辆,接近中,10米,50公里/小时
217634,雨天,夜晚,湿滑,100米,100公里/小时,150米,应急车辆,紧急（送医）,普通轿车,普通轿车,接近中,100米,30公里/小时
217673,雨天,夜晚,湿滑,100米,100公里/小时,150米,应急车辆,紧急（送医）,应急车辆,应急车辆,接近中,100米,50公里/小时
217694,雨天,夜晚,湿滑,100米,100公里/小时,150米,应急车辆,紧急（送医）,卡车,普通轿车,接近中,100米,30公里/小时
217864,雨天,夜晚,湿滑,100米,100公里/小时,150米,应急车辆,无特别需求,卡车,无,接近中,100米,30公里/小时
218664,雨天,夜晚,湿滑,100米,100公里/小时,200米,应急车辆,无特别需求,应急车辆,应急车辆,接近中,100米,30公里/小时
218864,雨天,夜晚,湿滑,50米,35公里/小时,10米,普通轿车,赶时间（通勤/赶飞机）,卡车,普通轿车,接近中,100米,30公里/小时
219307,雨天,夜晚,湿滑,50米,35公里/小时,10米,应急车辆,紧急（送医）,卡车,无,接近中,50米,30公里/小时
219313,雨天,夜晚,湿滑,50米,35公里/小时,10米,应急车辆,紧急（送医）,卡车,普通轿车,接近中,100米,50公里/小时
219319,雨天,夜晚,湿滑,50米,35公里/小时,10米,应急车辆,紧急（送医）,卡车,普通轿车,接近中,10米,50公里/小时
219948,雨天,夜晚,湿滑,50米,35公里/小时,50米,卡车,赶时间（通勤/赶飞机）,卡车,普通轿车,接近中,10米,80公里/小时
219971,雨天,夜晚,湿滑,50米,35公里/小时,50米,卡车,无特别需求,普通轿车,普通轿车,静止,0米,0公里/小时
220148,雨天,夜晚,湿滑,50米,35公里/小时,50米,应急车辆,赶时间（通勤/赶飞机）,普通轿车,无,接近中,10米,80公里/小时
220160,雨天,夜晚,湿滑,50米,35公里/小时,50米,应急车辆,赶时间（通勤/赶飞机）,普通轿车,普通轿车,接近中,10米,30公里/小时
220279,雨天,夜晚,湿滑,50米,35公里/小时,50米,应急车辆,无特别需求,应急车辆,普通轿车,接近中,10米,50公里/小时
220320,雨天,夜晚,湿滑,50米,35公里/小时,50米,应急车辆,无特别需求,卡车,应急车辆,接近中,10米,30公里/小时
220551,雨天,夜晚,湿滑,50米,35公里/小时,100米,普通轿车,无特别需求,应急车辆,应急车辆,静止,0米,0公里/小时
220638,雨天,夜晚,湿滑,50米,35公里/小时,100米,卡车,紧急（送医）,应急车辆,普通轿车,接近中,10米,80公里/小时
220676,雨天,夜晚,湿滑,50米,35公里/小时,100米,卡车,紧急（送医）,卡车,应急车辆,接近中,50米,50公里/小时
220780,雨天,夜晚,湿滑,50米,35公里/小时,100米,卡车,无特别需求,普通轿车,无,接近中,10米,30公里/小时
220790,雨天,夜晚,湿滑,50米,35公里/小时,100米,卡车,无特别需求,普通轿车,普通轿车,接近中,10米,30公里/小时
221144,雨天,夜晚,湿滑,50米,60公里/小时,50米,普通轿车,紧急（送医）,普通轿车,普通轿车,接近中,100米,30公里/小时
221453,雨天,夜晚,湿滑,50米,60公里/小时,50米,卡车,紧急（送医）,应急车辆,应急车辆,接近中,100米,50公里/小时
221550,雨天,夜晚,湿滑,50米,60公里/小时,50米,卡车,赶时间（通勤/赶飞机）,应急车辆,应急车辆,接近中,10米,30公里/小时
221751,雨天,夜晚,湿滑,50米,60公里/小时,50米,应急车辆,紧急（送医）,卡车,应急车辆,静止,0米,0公里/小时
222226,雨天,夜晚,湿滑,50米,60公里/小时,100米,卡车,紧急（送医）,普通轿车,普通轿车,接近中,50米,50公里/小时
222229,雨天,夜晚,湿滑,50米,60公里/小时,100米,卡车,紧急（送医）,普通轿车,普通轿车,接近中,10米,50公里/小时
222415,雨天,夜晚,湿滑,50米,60公里/小时,100米,卡车,无特别需求,普通轿车,应急车辆,接近中,50米,80公里/小时
222496,雨天,夜晚,湿滑,50米,60公里/小时,100米,应急车辆,紧急（送医）,普通轿车,普通轿车,接近中,50米,50公里/小时
222557,雨天,夜晚,湿滑,50米,60公里/小时,100米,应急车辆,紧急（送医）,卡车,普通轿车,接近中,50米,30公里/小时
222575,雨天,夜晚,湿滑,50米,60公里/小时,100米,应急车辆,赶时间（通勤/赶飞机）,普通轿车,无,接近中,50米,80公里/小时
222723,雨天,夜晚,湿滑,50米,60公里/小时,100米,应急车辆,无特别需求,卡车,无,接近中,100米,50公里/小时
222730,雨天,夜晚,湿滑,50米,60公里/小时,100米,应急车辆,无特别需求,卡车,无,接近中,10米,30公里/小时
222759,雨天,夜晚,湿滑,50米,60公里/小时,150米,普通轿车,紧急（送医）,普通轿车,无,接近中,10米,50公里/小时
223015,雨天,夜晚,湿滑,50米,60公里/小时,150米,普通轿车,无特别需求,卡车,应急车辆,接近中,50米,80公里/小时
223051,雨天,夜晚,湿滑,50米,60公里/小时,150米,卡车,紧急（送医）,应急车辆,无,静止,0米,0公里/小时
223384,雨天,夜晚,湿滑,50米,60公里/小时,150米,应急车辆,赶时间（通勤/赶飞机）,普通轿车,无,接近中,100米,30公里/小时
223386,雨天,夜晚,湿滑,50米,60公里/小时,150米,应急车辆,赶时间（通勤/赶飞机）,普通轿车,无,接近中,50米,50公里/小时
223562,雨天,夜晚,湿滑,50米,100公里/小时,100米,普通轿车,紧急（送医）,普通轿车,无,接近中,100米,80公里/小时
