id,weather,time,road_condition,pedestrian_type,pedestrian_behavior,pedestiran_action,ego_role,occupant_requirement,distance to pedestrian,ego_vehicle_speed
15154,rainy,night,dry,elderly,watching phone,moving orientation towards crosswalk,truck,hurry (commute or flight),10m,50km/h
15155,rainy,night,dry,elderly,watching phone,moving orientation towards crosswalk,truck,hurry (commute or flight),50m,50km/h
15156,rainy,night,dry,elderly,watching phone,moving orientation towards crosswalk,truck,hurry (commute or flight),100m,50km/h
15157,rainy,night,dry,elderly,watching phone,moving orientation towards crosswalk,normal car,none,10m,25km/h
15158,rainy,night,dry,elderly,watching phone,moving orientation towards crosswalk,normal car,none,50m,25km/h
15159,rainy,night,dry,elderly,watching phone,moving orientation towards crosswalk,normal car,none,100m,25km/h
15160,rainy,night,dry,elderly,watching phone,moving orientation towards crosswalk,normal car,none,10m,50km/h
15161,rainy,night,dry,elderly,watching phone,moving orientation towards crosswalk,normal car,none,50m,50km/h
15162,rainy,night,dry,elderly,watching phone,moving orientation towards crosswalk,normal car,none,100m,50km/h
15163,rainy,night,dry,elderly,watching phone,moving orientation towards crosswalk,emergency vehicle,none,10m,25km/h
15164,rainy,night,dry,elderly,watching phone,moving orientation towards crosswalk,emergency vehicle,none,50m,25km/h
15165,rainy,night,dry,elderly,watching phone,moving orientation towards crosswalk,emergency vehicle,none,100m,25km/h
15166,rainy,night,dry,elderly,watching phone,moving orientation towards crosswalk,emergency vehicle,none,10m,50km/h
15167,rainy,night,dry,elderly,watching phone,moving orientation towards crosswalk,emergency vehicle,none,50m,50km/h
15168,rainy,night,dry,elderly,watching phone,moving orientation towards crosswalk,emergency vehicle,none,100m,50km/h
15169,rainy,night,dry,elderly,watching phone,moving orientation towards crosswalk,truck,none,10m,25km/h
15170,rainy,night,dry,elderly,watching phone,moving orientation towards crosswalk,truck,none,50m,25km/h
15171,rainy,night,dry,elderly,watching phone,moving orientation towards crosswalk,truck,none,100m,25km/h
15172,rainy,night,dry,elderly,watching phone,moving orientation towards crosswalk,truck,none,10m,50km/h
15173,rainy,night,dry,elderly,watching phone,moving orientation towards crosswalk,truck,none,50m,50km/h
15174,rainy,night,dry,elderly,watching phone,moving orientation towards crosswalk,truck,none,100m,50km/h
15175,rainy,night,dry,elderly,watching phone,moving orientation not towards crosswalk,normal car,urgent (to hospital),10m,25km/h
15176,rainy,night,dry,elderly,watching phone,moving orientation not towards crosswalk,normal car,urgent (to hospital),50m,25km/h
15177,rainy,night,dry,elderly,watching phone,moving orientation not towards crosswalk,normal car,urgent (to hospital),100m,25km/h
15178,rainy,night,dry,elderly,watching phone,moving orientation not towards crosswalk,normal car,urgent (to hospital),10m,50km/h
15179,rainy,night,dry,elderly,watching phone,moving orientation not towards crosswalk,normal car,urgent (to hospital),50m,50km/h
15180,rainy,night,dry,elderly,watching phone,moving orientation not towards crosswalk,normal car,urgent (to hospital),100m,50km/h
15181,rainy,night,dry,elderly,watching phone,moving orientation not towards crosswalk,emergency vehicle,urgent (to hospital),10m,25km/h
15182,rainy,night,dry,elderly,watching phone,moving orientation not towards crosswalk,emergency vehicle,urgent (to hospital),50m,25km/h
15183,rainy,night,dry,elderly,watching phone,moving orientation not towards crosswalk,emergency vehicle,urgent (to hospital),100m,25km/h
15184,rainy,night,dry,elderly,watching phone,moving orientation not towards crosswalk,emergency vehicle,urgent (to hospital),10m,50km/h
15185,rainy,night,dry,elderly,watching phone,moving orientation not towards crosswalk,emergency vehicle,urgent (to hospital),50m,50km/h
15186,rainy,night,dry,elderly,watching phone,moving orientation not towards crosswalk,emergency vehicle,urgent (to hospital),100m,50km/h
15187,rainy,night,dry,elderly,watching phone,moving orientation not towards crosswalk,truck,urgent (to hospital),10m,25km/h
15188,rainy,night,dry,elderly,watching phone,moving orientation not towards crosswalk,truck,urgent (to hospital),50m,25km/h
15189,rainy,night,dry,elderly,watching phone,moving orientation not towards crosswalk,truck,urgent (to hospital),100m,25km/h
15190,rainy,night,dry,elderly,watching phone,moving orientation not towards crosswalk,truck,urgent (to hospital),10m,50km/h
15191,rainy,night,dry,elderly,watching phone,moving orientation not towards crosswalk,truck,urgent (to hospital),50m,50km/h
15192,rainy,night,dry,elderly,watching phone,moving orientation not towards crosswalk,truck,urgent (to hospital),100m,50km/h
15193,rainy,night,dry,elderly,watching phone,moving orientation not towards crosswalk,normal car,hurry (commute or flight),10m,25km/h
15194,rainy,night,dry,elderly,watching phone,moving orientation not towards crosswalk,normal car,hurry (commute or flight),50m,25km/h
15195,rainy,night,dry,elderly,watching phone,moving orientation not towards crosswalk,normal car,hurry (commute or flight),100m,25km/h
15196,rainy,night,dry,elderly,watching phone,moving orientation not towards crosswalk,normal car,hurry (commute or flight),10m,50km/h
15197,rainy,night,dry,elderly,watching phone,moving orientation not towards crosswalk,normal car,hurry (commute or flight),50m,50km/h
15198,rainy,night,dry,elderly,watching phone,moving orientation not towards crosswalk,normal car,hurry (commute or flight),100m,50km/h
15199,rainy,night,dry,elderly,watching phone,moving orientation not towards crosswalk,emergency vehicle,hurry (commute or flight),10m,25km/h
15200,rainy,night,dry,elderly,watching phone,moving orientation not towards crosswalk,emergency vehicle,hurry (commute or flight),50m,25km/h
15201,rainy,night,dry,elderly,watching phone,moving orientation not towards crosswalk,emergency vehicle,hurry (commute or flight),100m,25km/h
15202,rainy,night,dry,elderly,watching phone,moving orientation not towards crosswalk,emergency vehicle,hurry (commute or flight),10m,50km/h
15203,rainy,night,dry,elderly,watching phone,moving orientation not towards crosswalk,emergency vehicle,hurry (commute or flight),50m,50km/h
15204,rainy,night,dry,elderly,watching phone,moving orientation not towards crosswalk,emergency vehicle,hurry (commute or flight),100m,50km/h
15205,rainy,night,dry,elderly,watching phone,moving orientation not towards crosswalk,truck,hurry (commute or flight),10m,25km/h
15206,rainy,night,dry,elderly,watching phone,moving orientation not towards crosswalk,truck,hurry (commute or flight),50m,25km/h
15207,rainy,night,dry,elderly,watching phone,moving orientation not towards crosswalk,truck,hurry (commute or flight),100m,25km/h
15208,rainy,night,dry,elderly,watching phone,moving orientation not towards crosswalk,truck,hurry (commute or flight),10m,50km/h
15209,rainy,night,dry,elderly,watching phone,moving orientation not towards crosswalk,truck,hurry (commute or flight),50m,50km/h
15210,rainy,night,dry,elderly,watching phone,moving orientation not towards crosswalk,truck,hurry (commute or flight),100m,50km/h
15211,rainy,night,dry,elderly,watching phone,moving orientation not towards crosswalk,normal car,none,10m,25km/h
15212,rainy,night,dry,elderly,watching phone,moving orientation not towards crosswalk,normal car,none,50m,25km/h
15213,rainy,night,dry,elderly,watching phone,moving orientation not towards crosswalk,normal car,none,100m,25km/h
15214,rainy,night,dry,elderly,watching phone,moving orientation not towards crosswalk,normal car,none,10m,50km/h
15215,rainy,night,dry,elderly,watching phone,moving orientation not towards crosswalk,normal car,none,50m,50km/h
15216,rainy,night,dry,elderly,watching phone,moving orientation not towards crosswalk,normal car,none,100m,50km/h
15217,rainy,night,dry,elderly,watching phone,moving orientation not towards crosswalk,emergency vehicle,none,10m,25km/h
15218,rainy,night,dry,elderly,watching phone,moving orientation not towards crosswalk,emergency vehicle,none,50m,25km/h
15219,rainy,night,dry,elderly,watching phone,moving orientation not towards crosswalk,emergency vehicle,none,100m,25km/h
15220,rainy,night,dry,elderly,watching phone,moving orientation not towards crosswalk,emergency vehicle,none,10m,50km/h
15221,rainy,night,dry,elderly,watching phone,moving orientation not towards crosswalk,emergency vehicle,none,50m,50km/h
15222,rainy,night,dry,elderly,watching phone,moving orientation not towards crosswalk,emergency vehicle,none,100m,50km/h
15223,rainy,night,dry,elderly,watching phone,moving orientation not towards crosswalk,truck,none,10m,25km/h
15224,rainy,night,dry,elderly,watching phone,moving orientation not towards crosswalk,truck,none,50m,25km/h
15225,rainy,night,dry,elderly,watching phone,moving orientation not towards crosswalk,truck,none,100m,25km/h
15226,rainy,night,dry,elderly,watching phone,moving orientation not towards crosswalk,truck,none,10m,50km/h
15227,rainy,night,dry,elderly,watching phone,moving orientation not towards crosswalk,truck,none,50m,50km/h
15228,rainy,night,dry,elderly,watching phone,moving orientation not towards crosswalk,truck,none,100m,50km/h
15229,rainy,night,dry,elderly,talking to someone,stop,normal car,urgent (to hospital),10m,25km/h
15230,rainy,night,dry,elderly,talking to someone,stop,normal car,urgent (to hospital),50m,25km/h
15231,rainy,night,dry,elderly,talking to someone,stop,normal car,urgent (to hospital),100m,25km/h
15232,rainy,night,dry,elderly,talking to someone,stop,normal car,urgent (to hospital),10m,50km/h
15233,rainy,night,dry,elderly,talking to someone,stop,normal car,urgent (to hospital),50m,50km/h
15234,rainy,night,dry,elderly,talking to someone,stop,normal car,urgent (to hospital),100m,50km/h
15235,rainy,night,dry,elderly,talking to someone,stop,emergency vehicle,urgent (to hospital),10m,25km/h
15236,rainy,night,dry,elderly,talking to someone,stop,emergency vehicle,urgent (to hospital),50m,25km/h
15237,rainy,night,dry,elderly,talking to someone,stop,emergency vehicle,urgent (to hospital),100m,25km/h
15238,rainy,night,dry,elderly,talking to someone,stop,emergency vehicle,urgent (to hospital),10m,50km/h
15239,rainy,night,dry,elderly,talking to someone,stop,emergency vehicle,urgent (to hospital),50m,50km/h
15240,rainy,night,dry,elderly,talking to someone,stop,emergency vehicle,urgent (to hospital),100m,50km/h
15241,rainy,night,dry,elderly,talking to someone,stop,truck,urgent (to hospital),10m,25km/h
15242,rainy,night,dry,elderly,talking to someone,stop,truck,urgent (to hospital),50m,25km/h
15243,rainy,night,dry,elderly,talking to someone,stop,truck,urgent (to hospital),100m,25km/h
15244,rainy,night,dry,elderly,talking to someone,stop,truck,urgent (to hospital),10m,50km/h
15245,rainy,night,dry,elderly,talking to someone,stop,truck,urgent (to hospital),50m,50km/h
15246,rainy,night,dry,elderly,talking to someone,stop,truck,urgent (to hospital),100m,50km/h
15247,rainy,night,dry,elderly,talking to someone,stop,normal car,hurry (commute or flight),10m,25km/h
15248,rainy,night,dry,elderly,talking to someone,stop,normal car,hurry (commute or flight),50m,25km/h
15249,rainy,night,dry,elderly,talking to someone,stop,normal car,hurry (commute or flight),100m,25km/h
15250,rainy,night,dry,elderly,talking to someone,stop,normal car,hurry (commute or flight),10m,50km/h
15251,rainy,night,dry,elderly,talking to someone,stop,normal car,hurry (commute or flight),50m,50km/h
15252,rainy,night,dry,elderly,talking to someone,stop,normal car,hurry (commute or flight),100m,50km/h
15253,rainy,night,dry,elderly,talking to someone,stop,emergency vehicle,hurry (commute or flight),10m,25km/h
15254,rainy,night,dry,elderly,talking to someone,stop,emergency vehicle,hurry (commute or flight),50m,25km/h
15255,rainy,night,dry,elderly,talking to someone,stop,emergency vehicle,hurry (commute or flight),100m,25km/h
15256,rainy,night,dry,elderly,talking to someone,stop,emergency vehicle,hurry (commute or flight),10m,50km/h
15257,rainy,night,dry,elderly,talking to someone,stop,emergency vehicle,hurry (commute or flight),50m,50km/h
15258,rainy,night,dry,elderly,talking to someone,stop,emergency vehicle,hurry (commute or flight),100m,50km/h
15259,rainy,night,dry,elderly,talking to someone,stop,truck,hurry (commute or flight),10m,25km/h
15260,rainy,night,dry,elderly,talking to someone,stop,truck,hurry (commute or flight),50m,25km/h
