id,Météo,Moment de la journée,État de la route,Vitesse du véhicule en insertion,Distance du véhicule en insertion,Type de véhicule en insertion,Espace devant sur la voie principale,Besoin du passager,Rôle du véhicule ego,État du véhicule ego,Distance du véhicule ego,Vitesse du véhicule ego,Véhicule suiveur
183303,pluvieux,nuit,sec,100 km/h,200 m,camion,20 m,urgence (vers l'hôpital),camion,en approche,10 m,30 km/h,véhicule prioritaire
183520,pluvieux,nuit,sec,100 km/h,200 m,véhicule prioritaire,20 m,urgence (vers l'hôpital),camion,en approche,100 m,80 km/h,aucun
183628,pluvieux,nuit,sec,100 km/h,200 m,véhicule prioritaire,20 m,aucune,voiture,en approche,100 m,80 km/h,aucun
183663,pluvieux,nuit,sec,100 km/h,200 m,véhicule prioritaire,20 m,aucune,véhicule prioritaire,en approche,10 m,30 km/h,aucun
183823,pluvieux,nuit,mouillé,35 km/h,10 m,voiture,libre,pressé (travail ou vol),véhicule prioritaire,en approche,10 m,80 km/h,aucun
184143,pluvieux,nuit,mouillé,35 km/h,10 m,camion,libre,aucune,véhicule prioritaire,en approche,100 m,30 km/h,aucun
184402,pluvieux,nuit,mouillé,35 km/h,10 m,véhicule prioritaire,libre,aucune,véhicule prioritaire,en approche,100 m,80 km/h,véhicule prioritaire
184659,pluvieux,nuit,mouillé,35 km/h,50 m,voiture,libre,aucune,camion,en approche,50 m,30 km/h,aucun
184666,pluvieux,nuit,mouillé,35 km/h,50 m,voiture,libre,aucune,camion,en approche,50 m,80 km/h,voiture
184692,pluvieux,nuit,mouillé,35 km/h,50 m,camion,libre,urgence (vers l'hôpital),voiture,en approche,100 m,30 km/h,voiture
185117,pluvieux,nuit,mouillé,35 km/h,50 m,véhicule prioritaire,libre,aucune,véhicule prioritaire,en approche,50 m,50 km/h,aucun
185481,pluvieux,nuit,mouillé,35 km/h,100 m,camion,libre,urgence (vers l'hôpital),camion,en approche,10 m,30 km/h,voiture
185639,pluvieux,nuit,mouillé,35 km/h,100 m,camion,libre,aucune,camion,en approche,50 m,50 km/h,voiture
185706,pluvieux,nuit,mouillé,35 km/h,100 m,véhicule prioritaire,libre,urgence (vers l'hôpital),véhicule prioritaire,en approche,10 m,30 km/h,véhicule prioritaire
185720,pluvieux,nuit,mouillé,35 km/h,100 m,véhicule prioritaire,libre,urgence (vers l'hôpital),camion,en approche,50 m,50 km/h,voiture
185774,pluvieux,nuit,mouillé,35 km/h,100 m,véhicule prioritaire,libre,pressé (travail ou vol),véhicule prioritaire,en approche,50 m,50 km/h,voiture
186035,pluvieux,nuit,mouillé,60 km/h,50 m,voiture,libre,pressé (travail ou vol),camion,en approche,50 m,50 km/h,aucun
186739,pluvieux,nuit,mouillé,60 km/h,100 m,voiture,libre,pressé (travail ou vol),véhicule prioritaire,en approche,10 m,80 km/h,aucun
186827,pluvieux,nuit,mouillé,60 km/h,100 m,voiture,libre,aucune,véhicule prioritaire,en approche,50 m,50 km/h,voiture
186849,pluvieux,nuit,mouillé,60 km/h,100 m,voiture,libre,aucune,camion,en approche,10 m,30 km/h,aucun
186901,pluvieux,nuit,mouillé,60 km/h,100 m,camion,libre,urgence (vers l'hôpital),véhicule prioritaire,en approche,10 m,80 km/h,aucun
186909,pluvieux,nuit,mouillé,60 km/h,100 m,camion,libre,urgence (vers l'hôpital),véhicule prioritaire,en approche,50 m,30 km/h,voiture
187002,pluvieux,nuit,mouillé,60 km/h,100 m,camion,libre,pressé (travail ou vol),véhicule prioritaire,en approche,10 m,30 km/h,véhicule prioritaire
187034,pluvieux,nuit,mouillé,60 km/h,100 m,camion,libre,aucune,voiture,en approche,50 m,50 km/h,aucun
187090,pluvieux,nuit,mouillé,60 km/h,100 m,camion,libre,aucune,camion,en approche,10 m,80 km/h,aucun
187154,pluvieux,nuit,mouillé,60 km/h,100 m,véhicule prioritaire,libre,urgence (vers l'hôpital),véhicule prioritaire,en approche,10 m,50 km/h,voiture
187359,pluvieux,nuit,mouillé,60 km/h,150 m,voiture,libre,urgence (vers l'hôpital),voiture,en approche,50 m,30 km/h,aucun
187530,pluvieux,nuit,mouillé,60 km/h,150 m,voiture,libre,aucune,voiture,en approche,50 m,30 km/h,voiture
187641,pluvieux,nuit,mouillé,60 km/h,150 m,camion,libre,urgence (vers l'hôpital),véhicule prioritaire,en approche,10 m,30 km/h,voiture
187716,pluvieux,nuit,mouillé,60 km/h,150 m,camion,libre,pressé (travail ou vol),véhicule prioritaire,en approche,100 m,30 km/h,voiture
187755,pluvieux,nuit,mouillé,60 km/h,150 m,camion,libre,pressé (travail ou vol),camion,en approche,50 m,30 km/h,véhicule prioritaire
188134,pluvieux,nuit,mouillé,100 km/h,100 m,voiture,libre,urgence (vers l'hôpital),véhicule prioritaire,en approche,10 m,80 km/h,véhicule prioritaire
188135,pluvieux,nuit,mouillé,100 km/h,100 m,voiture,libre,urgence (vers l'hôpital),véhicule prioritaire,en approche,10 m,50 km/h,véhicule prioritaire
188413,pluvieux,nuit,mouillé,100 km/h,100 m,camion,libre,pressé (travail ou vol),voiture,en approche,10 m,80 km/h,aucun
188460,pluvieux,nuit,mouillé,100 km/h,100 m,camion,libre,pressé (travail ou vol),véhicule prioritaire,en approche,10 m,30 km/h,véhicule prioritaire
188527,pluvieux,nuit,mouillé,100 km/h,100 m,camion,libre,aucune,véhicule prioritaire,en approche,50 m,80 km/h,voiture
188741,pluvieux,nuit,mouillé,100 km/h,100 m,véhicule prioritaire,libre,aucune,voiture,en approche,100 m,50 km/h,voiture
188950,pluvieux,nuit,mouillé,100 km/h,150 m,voiture,libre,pressé (travail ou vol),camion,en approche,50 m,80 km/h,aucun
189445,pluvieux,nuit,mouillé,100 km/h,150 m,véhicule prioritaire,libre,pressé (travail ou vol),camion,en approche,50 m,80 km/h,voiture
189506,pluvieux,nuit,mouillé,100 km/h,150 m,véhicule prioritaire,libre,aucune,véhicule prioritaire,en approche,100 m,50 km/h,véhicule prioritaire
189547,pluvieux,nuit,mouillé,100 km/h,200 m,voiture,libre,urgence (vers l'hôpital),voiture,en approche,10 m,80 km/h,aucun
189603,pluvieux,nuit,mouillé,100 km/h,200 m,voiture,libre,urgence (vers l'hôpital),camion,en approche,10 m,30 km/h,aucun
189614,pluvieux,nuit,mouillé,100 km/h,200 m,voiture,libre,urgence (vers l'hôpital),camion,en approche,100 m,50 km/h,véhicule prioritaire
190057,pluvieux,nuit,mouillé,100 km/h,200 m,véhicule prioritaire,libre,urgence (vers l'hôpital),véhicule prioritaire,en approche,50 m,80 km/h,aucun
190228,pluvieux,nuit,mouillé,100 km/h,200 m,véhicule prioritaire,libre,aucune,véhicule prioritaire,en approche,50 m,80 km/h,voiture
190258,pluvieux,nuit,mouillé,100 km/h,200 m,véhicule prioritaire,libre,aucune,camion,en approche,10 m,80 km/h,voiture
190586,pluvieux,nuit,mouillé,35 km/h,10 m,camion,100 m,urgence (vers l'hôpital),camion,en approche,100 m,50 km/h,véhicule prioritaire
190657,pluvieux,nuit,mouillé,35 km/h,10 m,camion,100 m,pressé (travail ou vol),camion,en approche,100 m,80 km/h,voiture
190721,pluvieux,nuit,mouillé,35 km/h,10 m,camion,100 m,aucune,véhicule prioritaire,en approche,100 m,50 km/h,véhicule prioritaire
190880,pluvieux,nuit,mouillé,35 km/h,10 m,véhicule prioritaire,100 m,pressé (travail ou vol),véhicule prioritaire,en approche,10 m,50 km/h,voiture
190958,pluvieux,nuit,mouillé,35 km/h,10 m,véhicule prioritaire,100 m,aucune,véhicule prioritaire,en approche,50 m,50 km/h,voiture
191149,pluvieux,nuit,mouillé,35 km/h,50 m,voiture,100 m,pressé (travail ou vol),camion,en approche,10 m,80 km/h,voiture
191260,pluvieux,nuit,mouillé,35 km/h,50 m,camion,100 m,urgence (vers l'hôpital),voiture,en approche,100 m,80 km/h,véhicule prioritaire
191512,pluvieux,nuit,mouillé,35 km/h,50 m,véhicule prioritaire,100 m,urgence (vers l'hôpital),véhicule prioritaire,en approche,100 m,80 km/h,aucun
191565,pluvieux,nuit,mouillé,35 km/h,50 m,véhicule prioritaire,100 m,urgence (vers l'hôpital),camion,en approche,10 m,30 km/h,véhicule prioritaire
191567,pluvieux,nuit,mouillé,35 km/h,50 m,véhicule prioritaire,100 m,pressé (travail ou vol),voiture,en approche,100 m,50 km/h,aucun
191882,pluvieux,nuit,mouillé,35 km/h,100 m,voiture,100 m,pressé (travail ou vol),camion,en approche,100 m,50 km/h,véhicule prioritaire
191991,pluvieux,nuit,mouillé,35 km/h,100 m,camion,100 m,urgence (vers l'hôpital),voiture,en approche,100 m,30 km/h,véhicule prioritaire
192054,pluvieux,nuit,mouillé,35 km/h,100 m,camion,100 m,pressé (travail ou vol),voiture,en approche,100 m,30 km/h,aucun
192281,pluvieux,nuit,mouillé,35 km/h,100 m,véhicule prioritaire,100 m,urgence (vers l'hôpital),camion,en approche,50 m,50 km/h,voiture
192365,pluvieux,nuit,mouillé,35 km/h,100 m,véhicule prioritaire,100 m,pressé (travail ou vol),camion,en approche,10 m,50 km/h,voiture
192379,pluvieux,nuit,mouillé,35 km/h,100 m,véhicule prioritaire,100 m,aucune,voiture,en approche,50 m,80 km/h,aucun
192407,pluvieux,nuit,mouillé,35 km/h,100 m,véhicule prioritaire,100 m,aucune,véhicule prioritaire,en approche,50 m,50 km/h,aucun
192450,pluvieux,nuit,mouillé,35 km/h,100 m,véhicule prioritaire,100 m,aucune,camion,en approche,100 m,30 km/h,véhicule prioritaire
192588,pluvieux,nuit,mouillé,60 km/h,50 m,voiture,100 m,pressé (travail ou vol),véhicule prioritaire,en approche,50 m,30 km/h,véhicule prioritaire
192650,pluvieux,nuit,mouillé,60 km/h,50 m,voiture,100 m,aucune,véhicule prioritaire,en approche,50 m,50 km/h,aucun
192864,pluvieux,nuit,mouillé,60 km/h,50 m,camion,100 m,aucune,voiture,en approche,100 m,30 km/h,aucun
192906,pluvieux,nuit,mouillé,60 km/h,50 m,camion,100 m,aucune,véhicule prioritaire,en approche,10 m,30 km/h,voiture
193053,pluvieux,nuit,mouillé,60 km/h,50 m,véhicule prioritaire,100 m,pressé (travail ou vol),véhicule prioritaire,en approche,100 m,30 km/h,aucun
193648,pluvieux,nuit,mouillé,60 km/h,100 m,camion,100 m,aucune,camion,en approche,50 m,80 km/h,aucun
193657,pluvieux,nuit,mouillé,60 km/h,100 m,camion,100 m,aucune,camion,en approche,50 m,80 km/h,voiture
193718,pluvieux,nuit,mouillé,60 km/h,100 m,véhicule prioritaire,100 m,urgence (vers l'hôpital),véhicule prioritaire,en approche,100 m,50 km/h,véhicule prioritaire
194068,pluvieux,nuit,mouillé,60 km/h,150 m,voiture,100 m,pressé (travail ou vol),camion,en approche,100 m,80 km/h,véhicule prioritaire
194234,pluvieux,nuit,mouillé,60 km/h,150 m,camion,100 m,urgence (vers l'hôpital),camion,en approche,50 m,50 km/h,véhicule prioritaire
194663,pluvieux,nuit,mouillé,100 km/h,100 m,voiture,100 m,urgence (vers l'hôpital),voiture,en approche,100 m,50 km/h,véhicule prioritaire
194749,pluvieux,nuit,mouillé,100 km/h,100 m,voiture,100 m,pressé (travail ou vol),voiture,en approche,10 m,80 km/h,véhicule prioritaire
194829,pluvieux,nuit,mouillé,100 km/h,100 m,voiture,100 m,aucune,voiture,en approche,50 m,30 km/h,véhicule prioritaire
195132,pluvieux,nuit,mouillé,100 km/h,100 m,véhicule prioritaire,100 m,urgence (vers l'hôpital),voiture,en approche,100 m,30 km/h,aucun
195257,pluvieux,nuit,mouillé,100 km/h,100 m,véhicule prioritaire,100 m,pressé (travail ou vol),véhicule prioritaire,en approche,100 m,50 km/h,véhicule prioritaire
195280,pluvieux,nuit,mouillé,100 km/h,100 m,véhicule prioritaire,100 m,pressé (travail ou vol),camion,en approche,10 m,80 km/h,voiture
195281,pluvieux,nuit,mouillé,100 km/h,100 m,véhicule prioritaire,100 m,pressé (travail ou vol),camion,en approche,10 m,50 km/h,voiture
195771,pluvieux,nuit,mouillé,100 km/h,150 m,camion,100 m,pressé (travail ou vol),camion,en approche,100 m,30 km/h,véhicule prioritaire
195809,pluvieux,nuit,mouillé,100 km/h,150 m,camion,100 m,aucune,véhicule prioritaire,en approche,50 m,50 km/h,aucun
195873,pluvieux,nuit,mouillé,100 km/h,150 m,véhicule prioritaire,100 m,urgence (vers l'hôpital),voiture,en approche,50 m,30 km/h,voiture
195934,pluvieux,nuit,mouillé,100 km/h,150 m,véhicule prioritaire,100 m,urgence (vers l'hôpital),camion,en approche,50 m,80 km/h,véhicule prioritaire
196080,pluvieux,nuit,mouillé,100 km/h,150 m,véhicule prioritaire,100 m,aucune,camion,en approche,50 m,30 km/h,aucun
196419,pluvieux,nuit,mouillé,100 km/h,200 m,camion,100 m,urgence (vers l'hôpital),camion,en approche,100 m,30 km/h,véhicule prioritaire
196678,pluvieux,nuit,mouillé,100 km/h,200 m,véhicule prioritaire,100 m,pressé (travail ou vol),voiture,en approche,100 m,80 km/h,voiture
196795,pluvieux,nuit,mouillé,100 km/h,200 m,véhicule prioritaire,100 m,aucune,véhicule prioritaire,en approche,100 m,80 km/h,véhicule prioritaire
197297,pluvieux,nuit,mouillé,35 km/h,10 m,camion,50 m,aucune,camion,en approche,10 m,50 km/h,aucun
197312,pluvieux,nuit,mouillé,35 km/h,10 m,camion,50 m,aucune,camion,en approche,50 m,50 km/h,véhicule prioritaire
197782,pluvieux,nuit,mouillé,35 km/h,50 m,voiture,50 m,aucune,camion,en approche,10 m,80 km/h,aucun
198678,pluvieux,nuit,mouillé,35 km/h,100 m,camion,50 m,pressé (travail ou vol),camion,en approche,100 m,30 km/h,voiture
198681,pluvieux,nuit,mouillé,35 km/h,100 m,camion,50 m,pressé (travail ou vol),camion,en approche,50 m,30 km/h,voiture
198766,pluvieux,nuit,mouillé,35 km/h,100 m,camion,50 m,aucune,camion,en approche,100 m,80 km/h,véhicule prioritaire
198779,pluvieux,nuit,mouillé,35 km/h,100 m,véhicule prioritaire,50 m,urgence (vers l'hôpital),voiture,en approche,50 m,50 km/h,aucun
198794,pluvieux,nuit,mouillé,35 km/h,100 m,véhicule prioritaire,50 m,urgence (vers l'hôpital),voiture,en approche,100 m,50 km/h,véhicule prioritaire
199376,pluvieux,nuit,mouillé,60 km/h,50 m,camion,50 m,pressé (travail ou vol),véhicule prioritaire,en approche,10 m,50 km/h,aucun
199528,pluvieux,nuit,mouillé,60 km/h,50 m,véhicule prioritaire,50 m,urgence (vers l'hôpital),voiture,en approche,10 m,80 km/h,véhicule prioritaire
199635,pluvieux,nuit,mouillé,60 km/h,50 m,véhicule prioritaire,50 m,pressé (travail ou vol),véhicule prioritaire,en approche,50 m,30 km/h,véhicule prioritaire
200134,pluvieux,nuit,mouillé,60 km/h,100 m,camion,50 m,pressé (travail ou vol),camion,en approche,100 m,80 km/h,voiture
200212,pluvieux,nuit,mouillé,60 km/h,100 m,camion,50 m,aucune,camion,en approche,10 m,80 km/h,aucun
200300,pluvieux,nuit,mouillé,60 km/h,100 m,véhicule prioritaire,50 m,urgence (vers l'hôpital),camion,en approche,50 m,50 km/h,voiture
200347,pluvieux,nuit,mouillé,60 km/h,100 m,véhicule prioritaire,50 m,pressé (travail ou vol),véhicule prioritaire,en approche,10 m,80 km/h,aucun
200386,pluvieux,nuit,mouillé,60 km/h,100 m,véhicule prioritaire,50 m,pressé (travail ou vol),camion,en approche,100 m,80 km/h,véhicule prioritaire
200425,pluvieux,nuit,mouillé,60 km/h,100 m,véhicule prioritaire,50 m,aucune,véhicule prioritaire,en approche,50 m,80 km/h,aucun
200583,pluvieux,nuit,mouillé,60 km/h,150 m,voiture,50 m,pressé (travail ou vol),voiture,en approche,10 m,30 km/h,véhicule prioritaire
200718,pluvieux,nuit,mouillé,60 km/h,150 m,voiture,50 m,aucune,camion,en approche,10 m,30 km/h,véhicule prioritaire
200793,pluvieux,nuit,mouillé,60 km/h,150 m,camion,50 m,urgence (vers l'hôpital),camion,en approche,100 m,30 km/h,véhicule prioritaire
200971,pluvieux,nuit,mouillé,60 km/h,150 m,véhicule prioritaire,50 m,urgence (vers l'hôpital),voiture,en approche,100 m,80 km/h,voiture
201015,pluvieux,nuit,mouillé,60 km/h,150 m,véhicule prioritaire,50 m,urgence (vers l'hôpital),véhicule prioritaire,en approche,10 m,30 km/h,véhicule prioritaire
201136,pluvieux,nuit,mouillé,60 km/h,150 m,véhicule prioritaire,50 m,aucune,voiture,en approche,50 m,80 km/h,voiture
201637,pluvieux,nuit,mouillé,100 km/h,100 m,camion,50 m,aucune,véhicule prioritaire,en approche,100 m,80 km/h,aucun
201778,pluvieux,nuit,mouillé,100 km/h,100 m,véhicule prioritaire,50 m,pressé (travail ou vol),voiture,en approche,10 m,80 km/h,aucun
201996,pluvieux,nuit,mouillé,100 km/h,150 m,voiture,50 m,urgence (vers l'hôpital),camion,en approche,10 m,30 km/h,aucun
202003,pluvieux,nuit,mouillé,100 km/h,150 m,voiture,50 m,urgence (vers l'hôpital),camion,en approche,10 m,80 km/h,voiture
202257,pluvieux,nuit,mouillé,100 km/h,150 m,camion,50 m,urgence (vers l'hôpital),camion,en approche,10 m,30 km/h,véhicule prioritaire
202352,pluvieux,nuit,mouillé,100 km/h,150 m,camion,50 m,aucune,voiture,en approche,50 m,50 km/h,voiture
202827,pluvieux,nuit,mouillé,100 km/h,200 m,voiture,50 m,aucune,voiture,en approche,100 m,30 km/h,aucun
203121,pluvieux,nuit,mouillé,100 km/h,200 m,camion,50 m,aucune,véhicule prioritaire,en approche,10 m,30 km/h,véhicule prioritaire
203278,pluvieux,nuit,mouillé,100 km/h,200 m,véhicule prioritaire,50 m,pressé (travail ou vol),véhicule prioritaire,en approche,50 m,80 km/h,véhicule prioritaire
203404,pluvieux,nuit,mouillé,35 km/h,10 m,voiture,20 m,urgence (vers l'hôpital),voiture,en approche,50 m,80 km/h,voiture
203455,pluvieux,nuit,mouillé,35 km/h,10 m,voiture,20 m,urgence (vers l'hôpital),camion,en approche,100 m,80 km/h,voiture
203468,pluvieux,nuit,mouillé,35 km/h,10 m,voiture,20 m,urgence (vers l'hôpital),camion,en approche,50 m,50 km/h,véhicule prioritaire
203474,pluvieux,nuit,mouillé,35 km/h,10 m,voiture,20 m,pressé (travail ou vol),voiture,en approche,100 m,50 km/h,aucun
203541,pluvieux,nuit,mouillé,35 km/h,10 m,voiture,20 m,pressé (travail ou vol),camion,en approche,50 m,30 km/h,voiture
203671,pluvieux,nuit,mouillé,35 km/h,10 m,camion,20 m,urgence (vers l'hôpital),véhicule prioritaire,en approche,100 m,80 km/h,voiture
203759,pluvieux,nuit,mouillé,35 km/h,10 m,camion,20 m,pressé (travail ou vol),véhicule prioritaire,en approche,10 m,50 km/h,voiture
204005,pluvieux,nuit,mouillé,35 km/h,10 m,véhicule prioritaire,20 m,pressé (travail ou vol),véhicule prioritaire,en approche,100 m,50 km/h,véhicule prioritaire
204016,pluvieux,nuit,mouillé,35 km/h,10 m,véhicule prioritaire,20 m,pressé (travail ou vol),camion,en approche,50 m,80 km/h,aucun
204161,pluvieux,nuit,mouillé,35 km/h,50 m,voiture,20 m,urgence (vers l'hôpital),véhicule prioritaire,en approche,50 m,50 km/h,voiture
204289,pluvieux,nuit,mouillé,35 km/h,50 m,voiture,20 m,aucune,voiture,en approche,10 m,80 km/h,aucun
204311,pluvieux,nuit,mouillé,35 km/h,50 m,voiture,20 m,aucune,véhicule prioritaire,en approche,100 m,50 km/h,aucun
204591,pluvieux,nuit,mouillé,35 km/h,50 m,camion,20 m,aucune,camion,en approche,100 m,30 km/h,voiture
204656,pluvieux,nuit,mouillé,35 km/h,50 m,véhicule prioritaire,20 m,urgence (vers l'hôpital),véhicule prioritaire,en approche,50 m,50 km/h,véhicule prioritaire
204720,pluvieux,nuit,mouillé,35 km/h,50 m,véhicule prioritaire,20 m,pressé (travail ou vol),véhicule prioritaire,en approche,50 m,30 km/h,aucun
204740,pluvieux,nuit,mouillé,35 km/h,50 m,véhicule prioritaire,20 m,pressé (travail ou vol),véhicule prioritaire,en approche,10 m,50 km/h,véhicule prioritaire
204809,pluvieux,nuit,mouillé,35 km/h,50 m,véhicule prioritaire,20 m,aucune,véhicule prioritaire,en approche,50 m,50 km/h,voiture
204885,pluvieux,nuit,mouillé,35 km/h,100 m,voiture,20 m,urgence (vers l'hôpital),véhicule prioritaire,en approche,10 m,30 km/h,aucun
205099,pluvieux,nuit,mouillé,35 km/h,100 m,camion,20 m,urgence (vers l'hôpital),voiture,en approche,10 m,80 km/h,aucun
205110,pluvieux,nuit,mouillé,35 km/h,100 m,camion,20 m,urgence (vers l'hôpital),voiture,en approche,10 m,30 km/h,voiture
205127,pluvieux,nuit,mouillé,35 km/h,100 m,camion,20 m,urgence (vers l'hôpital),véhicule prioritaire,en approche,10 m,50 km/h,aucun
205148,pluvieux,nuit,mouillé,35 km/h,100 m,camion,20 m,urgence (vers l'hôpital),camion,en approche,100 m,50 km/h,aucun
205347,pluvieux,nuit,mouillé,35 km/h,100 m,véhicule prioritaire,20 m,urgence (vers l'hôpital),voiture,en approche,100 m,30 km/h,voiture
205399,pluvieux,nuit,mouillé,35 km/h,100 m,véhicule prioritaire,20 m,urgence (vers l'hôpital),camion,en approche,100 m,80 km/h,voiture
205498,pluvieux,nuit,mouillé,35 km/h,100 m,véhicule prioritaire,20 m,aucune,voiture,en approche,100 m,80 km/h,aucun
205529,pluvieux,nuit,mouillé,35 km/h,100 m,véhicule prioritaire,20 m,aucune,véhicule prioritaire,en approche,50 m,50 km/h,aucun
205718,pluvieux,nuit,mouillé,60 km/h,50 m,voiture,20 m,pressé (travail ou vol),camion,en approche,50 m,50 km/h,aucun
206149,pluvieux,nuit,mouillé,60 km/h,50 m,véhicule prioritaire,20 m,pressé (travail ou vol),voiture,en approche,50 m,80 km/h,aucun
206197,pluvieux,nuit,mouillé,60 km/h,50 m,véhicule prioritaire,20 m,pressé (travail ou vol),véhicule prioritaire,en approche,10 m,80 km/h,véhicule prioritaire
