id,天气,时间,路况,并车车速,并车与本车距,并车车辆类型,主车道前方空隙,乘客需求,本车角色,本车状态,本车距合流点距离,本车速度,后车类型
184402,雨天,夜晚,湿滑,35公里/小时,10米,应急车辆,畅通,无特殊需求,应急车辆,接近中,100米,80公里/小时,应急车辆
184659,雨天,夜晚,湿滑,35公里/小时,50米,普通轿车,畅通,无特殊需求,卡车,接近中,50米,30公里/小时,无
184666,雨天,夜晚,湿滑,35公里/小时,50米,普通轿车,畅通,无特殊需求,卡车,接近中,50米,80公里/小时,普通轿车
184692,雨天,夜晚,湿滑,35公里/小时,50米,卡车,畅通,紧急（送医）,普通轿车,接近中,100米,30公里/小时,普通轿车
185117,雨天,夜晚,湿滑,35公里/小时,50米,应急车辆,畅通,无特殊需求,应急车辆,接近中,50米,50公里/小时,无
185481,雨天,夜晚,湿滑,35公里/小时,100米,卡车,畅通,紧急（送医）,卡车,接近中,10米,30公里/小时,普通轿车
185639,雨天,夜晚,湿滑,35公里/小时,100米,卡车,畅通,无特殊需求,卡车,接近中,50米,50公里/小时,普通轿车
185706,雨天,夜晚,湿滑,35公里/小时,100米,应急车辆,畅通,紧急（送医）,应急车辆,接近中,10米,30公里/小时,应急车辆
185720,雨天,夜晚,湿滑,35公里/小时,100米,应急车辆,畅通,紧急（送医）,卡车,接近中,50米,50公里/小时,普通轿车
185774,雨天,夜晚,湿滑,35公里/小时,100米,应急车辆,畅通,赶时间（通勤/赶飞机）,应急车辆,接近中,50米,50公里/小时,普通轿车
186035,雨天,夜晚,湿滑,60公里/小时,50米,普通轿车,畅通,赶时间（通勤/赶飞机）,卡车,接近中,50米,50公里/小时,无
186739,雨天,夜晚,湿滑,60公里/小时,100米,普通轿车,畅通,赶时间（通勤/赶飞机）,应急车辆,接近中,10米,80公里/小时,无
186827,雨天,夜晚,湿滑,60公里/小时,100米,普通轿车,畅通,无特殊需求,应急车辆,接近中,50米,50公里/小时,普通轿车
186849,雨天,夜晚,湿滑,60公里/小时,100米,普通轿车,畅通,无特殊需求,卡车,接近中,10米,30公里/小时,无
186901,雨天,夜晚,湿滑,60公里/小时,100米,卡车,畅通,紧急（送医）,应急车辆,接近中,10米,80公里/小时,无
186909,雨天,夜晚,湿滑,60公里/小时,100米,卡车,畅通,紧急（送医）,应急车辆,接近中,50米,30公里/小时,普通轿车
187002,雨天,夜晚,湿滑,60公里/小时,100米,卡车,畅通,赶时间（通勤/赶飞机）,应急车辆,接近中,10米,30公里/小时,应急车辆
187034,雨天,夜晚,湿滑,60公里/小时,100米,卡车,畅通,无特殊需求,普通轿车,接近中,50米,50公里/小时,无
187090,雨天,夜晚,湿滑,60公里/小时,100米,卡车,畅通,无特殊需求,卡车,接近中,10米,80公里/小时,无
187154,雨天,夜晚,湿滑,60公里/小时,100米,应急车辆,畅通,紧急（送医）,应急车辆,接近中,10米,50公里/小时,普通轿车
187359,雨天,夜晚,湿滑,60公里/小时,150米,普通轿车,畅通,紧急（送医）,普通轿车,接近中,50米,30公里/小时,无
187530,雨天,夜晚,湿滑,60公里/小时,150米,普通轿车,畅通,无特殊需求,普通轿车,接近中,50米,30公里/小时,普通轿车
187641,雨天,夜晚,湿滑,60公里/小时,150米,卡车,畅通,紧急（送医）,应急车辆,接近中,10米,30公里/小时,普通轿车
187716,雨天,夜晚,湿滑,60公里/小时,150米,卡车,畅通,赶时间（通勤/赶飞机）,应急车辆,接近中,100米,30公里/小时,普通轿车
187755,雨天,夜晚,湿滑,60公里/小时,150米,卡车,畅通,赶时间（通勤/赶飞机）,卡车,接近中,50米,30公里/小时,应急车辆
188134,雨天,夜晚,湿滑,100公里/小时,100米,普通轿车,畅通,紧急（送医）,应急车辆,接近中,10米,80公里/小时,应急车辆
188135,雨天,夜晚,湿滑,100公里/小时,100米,普通轿车,畅通,紧急（送医）,应急车辆,接近中,10米,50公里/小时,应急车辆
188413,雨天,夜晚,湿滑,100公里/小时,100米,卡车,畅通,赶时间（通勤/赶飞机）,普通轿车,接近中,10米,80公里/小时,无
188460,雨天,夜晚,湿滑,100公里/小时,100米,卡车,畅通,赶时间（通勤/赶飞机）,应急车辆,接近中,10米,30公里/小时,应急车辆
188527,雨天,夜晚,湿滑,100公里/小时,100米,卡车,畅通,无特殊需求,应急车辆,接近中,50米,80公里/小时,普通轿车
188741,雨天,夜晚,湿滑,100公里/小时,100米,应急车辆,畅通,无特殊需求,普通轿车,接近中,100米,50公里/小时,普通轿车
188950,雨天,夜晚,湿滑,100公里/小时,150米,普通轿车,畅通,赶时间（通勤/赶飞机）,卡车,接近中,50米,80公里/小时,无
189445,雨天,夜晚,湿滑,100公里/小时,150米,应急车辆,畅通,赶时间（通勤/赶飞机）,卡车,接近中,50米,80公里/小时,普通轿车
189506,雨天,夜晚,湿滑,100公里/小时,150米,应急车辆,畅通,无特殊需求,应急车辆,接近中,100米,50公里/小时,应急车辆
189547,雨天,夜晚,湿滑,100公里/小时,200米,普通轿车,畅通,紧急（送医）,普通轿车,接近中,10米,80公里/小时,无
189603,雨天,夜晚,湿滑,100公里/小时,200米,普通轿车,畅通,紧急（送医）,卡车,接近中,10米,30公里/小时,无
189614,雨天,夜晚,湿滑,100公里/小时,200米,普通轿车,畅通,紧急（送医）,卡车,接近中,100米,50公里/小时,应急车辆
190057,雨天,夜晚,湿滑,100公里/小时,200米,应急车辆,畅通,紧急（送医）,应急车辆,接近中,50米,80公里/小时,无
190228,雨天,夜晚,湿滑,100公里/小时,200米,应急车辆,畅通,无特殊需求,应急车辆,接近中,50米,80公里/小时,普通轿车
190258,雨天,夜晚,湿滑,100公里/小时,200米,应急车辆,畅通,无特殊需求,卡车,接近中,10米,80公里/小时,普通轿车
190586,雨天,夜晚,湿滑,35公里/小时,10米,卡车,100米,紧急（送医）,卡车,接近中,100米,50公里/小时,应急车辆
190657,雨天,夜晚,湿滑,35公里/小时,10米,卡车,100米,赶时间（通勤/赶飞机）,卡车,接近中,100米,80公里/小时,普通轿车
190721,雨天,夜晚,湿滑,35公里/小时,10米,卡车,100米,无特殊需求,应急车辆,接近中,100米,50公里/小时,应急车辆
190880,雨天,夜晚,湿滑,35公里/小时,10米,应急车辆,100米,赶时间（通勤/赶飞机）,应急车辆,接近中,10米,50公里/小时,普通轿车
190958,雨天,夜晚,湿滑,35公里/小时,10米,应急车辆,100米,无特殊需求,应急车辆,接近中,50米,50公里/小时,普通轿车
191149,雨天,夜晚,湿滑,35公里/小时,50米,普通轿车,100米,赶时间（通勤/赶飞机）,卡车,接近中,10米,80公里/小时,普通轿车
191260,雨天,夜晚,湿滑,35公里/小时,50米,卡车,100米,紧急（送医）,普通轿车,接近中,100米,80公里/小时,应急车辆
191512,雨天,夜晚,湿滑,35公里/小时,50米,应急车辆,100米,紧急（送医）,应急车辆,接近中,100米,80公里/小时,无
191565,雨天,夜晚,湿滑,35公里/小时,50米,应急车辆,100米,紧急（送医）,卡车,接近中,10米,30公里/小时,应急车辆
191567,雨天,夜晚,湿滑,35公里/小时,50米,应急车辆,100米,赶时间（通勤/赶飞机）,普通轿车,接近中,100米,50公里/小时,无
191882,雨天,夜晚,湿滑,35公里/小时,100米,普通轿车,100米,赶时间（通勤/赶飞机）,卡车,接近中,100米,50公里/小时,应急车辆
191991,雨天,夜晚,湿滑,35公里/小时,100米,卡车,100米,紧急（送医）,普通轿车,接近中,100米,30公里/小时,应急车辆
192054,雨天,夜晚,湿滑,35公里/小时,100米,卡车,100米,赶时间（通勤/赶飞机）,普通轿车,接近中,100米,30公里/小时,无
192281,雨天,夜晚,湿滑,35公里/小时,100米,应急车辆,100米,紧急（送医）,卡车,接近中,50米,50公里/小时,普通轿车
192365,雨天,夜晚,湿滑,35公里/小时,100米,应急车辆,100米,赶时间（通勤/赶飞机）,卡车,接近中,10米,50公里/小时,普通轿车
192379,雨天,夜晚,湿滑,35公里/小时,100米,应急车辆,100米,无特殊需求,普通轿车,接近中,50米,80公里/小时,无
192407,雨天,夜晚,湿滑,35公里/小时,100米,应急车辆,100米,无特殊需求,应急车辆,接近中,50米,50公里/小时,无
192450,雨天,夜晚,湿滑,35公里/小时,100米,应急车辆,100米,无特殊需求,卡车,接近中,100米,30公里/小时,应急车辆
192588,雨天,夜晚,湿滑,60公里/小时,50米,普通轿车,100米,赶时间（通勤/赶飞机）,应急车辆,接近中,50米,30公里/小时,应急车辆
192650,雨天,夜晚,湿滑,60公里/小时,50米,普通轿车,100米,无特殊需求,应急车辆,接近中,50米,50公里/小时,无
192864,雨天,夜晚,湿滑,60公里/小时,50米,卡车,100米,无特殊需求,普通轿车,接近中,100米,30公里/小时,无
192906,雨天,夜晚,湿滑,60公里/小时,50米,卡车,100米,无特殊需求,应急车辆,接近中,10米,30公里/小时,普通轿车
193053,雨天,夜晚,湿滑,60公里/小时,50米,应急车辆,100米,赶时间（通勤/赶飞机）,应急车辆,接近中,100米,30公里/小时,无
193648,雨天,夜晚,湿滑,60公里/小时,100米,卡车,100米,无特殊需求,卡车,接近中,50米,80公里/小时,无
193657,雨天,夜晚,湿滑,60公里/小时,100米,卡车,100米,无特殊需求,卡车,接近中,50米,80公里/小时,普通轿车
193718,雨天,夜晚,湿滑,60公里/小时,100米,应急车辆,100米,紧急（送医）,应急车辆,接近中,100米,50公里/小时,应急车辆
194068,雨天,夜晚,湿滑,60公里/小时,150米,普通轿车,100米,赶时间（通勤/赶飞机）,卡车,接近中,100米,80公里/小时,应急车辆
194234,雨天,夜晚,湿滑,60公里/小时,150米,卡车,100米,紧急（送医）,卡车,接近中,50米,50公里/小时,应急车辆
194663,雨天,夜晚,湿滑,100公里/小时,100米,普通轿车,100米,紧急（送医）,普通轿车,接近中,100米,50公里/小时,应急车辆
194749,雨天,夜晚,湿滑,100公里/小时,100米,普通轿车,100米,赶时间（通勤/赶飞机）,普通轿车,接近中,10米,80公里/小时,应急车辆
194829,雨天,夜晚,湿滑,100公里/小时,100米,普通轿车,100米,无特殊需求,普通轿车,接近中,50米,30公里/小时,应急车辆
195132,雨天,夜晚,湿滑,100公里/小时,100米,应急车辆,100米,紧急（送医）,普通轿车,接近中,100米,30公里/小时,无
195257,雨天,夜晚,湿滑,100公里/小时,100米,应急车辆,100米,赶时间（通勤/赶飞机）,应急车辆,接近中,100米,50公里/小时,应急车辆
195280,雨天,夜晚,湿滑,100公里/小时,100米,应急车辆,100米,赶时间（通勤/赶飞机）,卡车,接近中,10米,80公里/小时,普通轿车
195281,雨天,夜晚,湿滑,100公里/小时,100米,应急车辆,100米,赶时间（通勤/赶飞机）,卡车,接近中,10米,50公里/小时,普通轿车
195771,雨天,夜晚,湿滑,100公里/小时,150米,卡车,100米,赶时间（通勤/赶飞机）,卡车,接近中,100米,30公里/小时,应急车辆
195809,雨天,夜晚,湿滑,100公里/小时,150米,卡车,100米,无特殊需求,应急车辆,接近中,50米,50公里/小时,无
195873,雨天,夜晚,湿滑,100公里/小时,150米,应急车辆,100米,紧急（送医）,普通轿车,接近中,50米,30公里/小时,普通轿车
195934,雨天,夜晚,湿滑,100公里/小时,150米,应急车辆,100米,紧急（送医）,卡车,接近中,50米,80公里/小时,应急车辆
196080,雨天,夜晚,湿滑,100公里/小时,150米,应急车辆,100米,无特殊需求,卡车,接近中,50米,30公里/小时,无
196419,雨天,夜晚,湿滑,100公里/小时,200米,卡车,100米,紧急（送医）,卡车,接近中,100米,30公里/小时,应急车辆
196678,雨天,夜晚,湿滑,100公里/小时,200米,应急车辆,100米,赶时间（通勤/赶飞机）,普通轿车,接近中,100米,80公里/小时,普通轿车
196795,雨天,夜晚,湿滑,100公里/小时,200米,应急车辆,100米,无特殊需求,应急车辆,接近中,100米,80公里/小时,应急车辆
197297,雨天,夜晚,湿滑,35公里/小时,10米,卡车,50米,无特殊需求,卡车,接近中,10米,50公里/小时,无
197312,雨天,夜晚,湿滑,35公里/小时,10米,卡车,50米,无特殊需求,卡车,接近中,50米,50公里/小时,应急车辆
197782,雨天,夜晚,湿滑,35公里/小时,50米,普通轿车,50米,无特殊需求,卡车,接近中,10米,80公里/小时,无
198678,雨天,夜晚,湿滑,35公里/小时,100米,卡车,50米,赶时间（通勤/赶飞机）,卡车,接近中,100米,30公里/小时,普通轿车
198681,雨天,夜晚,湿滑,35公里/小时,100米,卡车,50米,赶时间（通勤/赶飞机）,卡车,接近中,50米,30公里/小时,普通轿车
198766,雨天,夜晚,湿滑,35公里/小时,100米,卡车,50米,无特殊需求,卡车,接近中,100米,80公里/小时,应急车辆
198779,雨天,夜晚,湿滑,35公里/小时,100米,应急车辆,50米,紧急（送医）,普通轿车,接近中,50米,50公里/小时,无
198794,雨天,夜晚,湿滑,35公里/小时,100米,应急车辆,50米,紧急（送医）,普通轿车,接近中,100米,50公里/小时,应急车辆
199376,雨天,夜晚,湿滑,60公里/小时,50米,卡车,50米,赶时间（通勤/赶飞机）,应急车辆,接近中,10米,50公里/小时,无
199528,雨天,夜晚,湿滑,60公里/小时,50米,应急车辆,50米,紧急（送医）,普通轿车,接近中,10米,80公里/小时,应急车辆
199635,雨天,夜晚,湿滑,60公里/小时,50米,应急车辆,50米,赶时间（通勤/赶飞机）,应急车辆,接近中,50米,30公里/小时,应急车辆
200134,雨天,夜晚,湿滑,60公里/小时,100米,卡车,50米,赶时间（通勤/赶飞机）,卡车,接近中,100米,80公里/小时,普通轿车
200212,雨天,夜晚,湿滑,60公里/小时,100米,卡车,50米,无特殊需求,卡车,接近中,10米,80公里/小时,无
200300,雨天,夜晚,湿滑,60公里/小时,100米,应急车辆,50米,紧急（送医）,卡车,接近中,50米,50公里/小时,普通轿车
200347,雨天,夜晚,湿滑,60公里/小时,100米,应急车辆,50米,赶时间（通勤/赶飞机）,应急车辆,接近中,10米,80公里/小时,无
200386,雨天,夜晚,湿滑,60公里/小时,100米,应急车辆,50米,赶时间（通勤/赶飞机）,卡车,接近中,100米,80公里/小时,应急车辆
200425,雨天,夜晚,湿滑,60公里/小时,100米,应急车辆,50米,无特殊需求,应急车辆,接近中,50米,80公里/小时,无
200583,雨天,夜晚,湿滑,60公里/小时,150米,普通轿车,50米,赶时间（通勤/赶飞机）,普通轿车,接近中,10米,30公里/小时,应急车辆
200718,雨天,夜晚,湿滑,60公里/小时,150米,普通轿车,50米,无特殊需求,卡车,接近中,10米,30公里/小时,应急车辆
200793,雨天,夜晚,湿滑,60公里/小时,150米,卡车,50米,紧急（送医）,卡车,接近中,100米,30公里/小时,应急车辆
200971,雨天,夜晚,湿滑,60公里/小时,150米,应急车辆,50米,紧急（送医）,普通轿车,接近中,100米,80公里/小时,普通轿车
201015,雨天,夜晚,湿滑,60公里/小时,150米,应急车辆,50米,紧急（送医）,应急车辆,接近中,10米,30公里/小时,应急车辆
201136,雨天,夜晚,湿滑,60公里/小时,150米,应急车辆,50米,无特殊需求,普通轿车,接近中,50米,80公里/小时,普通轿车
201637,雨天,夜晚,湿滑,100公里/小时,100米,卡车,50米,无特殊需求,应急车辆,接近中,100米,80公里/小时,无
201778,雨天,夜晚,湿滑,100公里/小时,100米,应急车辆,50米,赶时间（通勤/赶飞机）,普通轿车,接近中,10米,80公里/小时,无
201996,雨天,夜晚,湿滑,100公里/小时,150米,普通轿车,50米,紧急（送医）,卡车,接近中,10米,30公里/小时,无
